,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high
430,0.028,2307.91,39683.24,ETH,1703393241978,ETH,0.0,600.0,SYN.ETH-12JAN24,2328.81,16.3265,0.027963,6997.0,0.0285,0.0275,ETH-12JAN24-2500-C,0.0285,0.0245,0.0295
431,0.07975,2307.91,98957.17,ETH,1703393241978,ETH,0.0,583.0,ETH-26JAN24,2342.59,9.5238,0.079006,12921.0,0.0805,0.079,ETH-26JAN24-2300-C,0.0805,0.073,0.0805
432,0.0005,2307.91,8.25,ETH,1703393241978,ETH,0.0,6.0,ETH-5JAN24,2322.0,0.0,0.000511,80.0,0.0006,0.0004,ETH-5JAN24-1700-P,0.0006,0.0006,0.0006
433,0.00055,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.00052,129.0,0.0008,0.0003,ETH-23FEB24-800-P,0.0005,,
434,0.0045,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.004454,15422.0,0.005,0.004,ETH-29MAR24-1200-P,0.005,,
435,0.00415,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.004074,2570.0,0.0047,0.0036,ETH-29MAR24-6000-C,0.0042,,
436,0.02275,2307.91,4943.93,ETH,1703393241978,ETH,0.0,86.0,ETH-5JAN24,2322.0,-19.6078,0.022876,1372.0,0.023,0.0225,ETH-5JAN24-2250-P,0.0205,0.0205,0.0265
437,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.0,138.0,0.0003,,ETH-24DEC23-2050-P,0.0001,,
438,0.04725,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.047357,2035.0,0.0495,0.045,ETH-28JUN24-1700-P,0.0465,,
439,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-26JAN24,2342.45,,0.180287,10.0,,,ETH-26JAN24-2700-P,0.2115,,
440,0.0205,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.020302,1462.0,0.022,0.019,ETH-28JUN24-5500-C,0.023,,
441,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.15804,343.0,,,ETH-23FEB24-2100-C,0.1145,,
442,0.0008,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.000768,1403.0,0.0011,0.0005,ETH-29MAR24-600-P,0.0006,,
443,0.00255,2307.91,1050.79,ETH,1703393241978,ETH,0.0,182.0,ETH-5JAN24,2322.0,0.0,0.002653,10777.0,0.0026,0.0025,ETH-5JAN24-1950-P,0.0025,0.0025,0.0028
444,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,1.10086,0.0,,,ETH-29MAR24-5000-P,,,
445,0.033,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.036853,0.0,0.048,0.018,ETH-25DEC23-2225-C,,,
446,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-27SEP24,2483.08,,1.648958,0.0,,,ETH-27SEP24-6500-P,,,
447,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.061475,0.0,,0.0005,ETH-25DEC23-2450-P,,,
448,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.114012,1054.0,,,ETH-26JAN24-2500-P,0.1152,,
449,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.501986,159.0,,,ETH-29MAR24-1200-C,0.485,,
450,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-26JAN24,2342.45,,0.457261,10.0,,,ETH-26JAN24-3400-P,0.5015,,
451,,2307.91,1143.34,ETH,1703393241978,ETH,0.0,50.0,SYN.ETH-24DEC23,2307.94303833457,5.2632,0.014362,1116.0,,0.01,ETH-24DEC23-2275-C,0.01,0.0095,0.01
452,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.168169,0.0,,,ETH-5JAN24-2700-P,,,
453,0.11075,2307.91,285524.95,ETH,1703393241978,ETH,0.0,1100.0,SYN.ETH-23FEB24,2362.8322222222223,3.211,0.109994,7306.0,0.112,0.1095,ETH-23FEB24-2300-C,0.1125,0.109,0.1125
454,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.278194,0.0,,,ETH-24DEC23-2950-P,,,
455,0.036,2307.91,53259.28,ETH,1703393241978,ETH,0.0,689.0,ETH-26JAN24,2342.59,17.4603,0.035859,40516.0,0.0365,0.0355,ETH-26JAN24-2600-C,0.037,0.0315,0.0375
456,0.00075,2307.91,123.35,ETH,1703393241978,ETH,0.0,124.0,SYN.ETH-25DEC23,2309.2364306676554,50.0,0.000796,131.0,0.001,0.0005,ETH-25DEC23-2425-C,0.0009,0.0002,0.0009
457,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.0,265.0,0.0003,,ETH-24DEC23-2100-P,0.0001,,
458,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.0,0.0,0.0004,,ETH-25DEC23-2850-C,,,
459,0.00135,2307.91,75.79,ETH,1703393241978,ETH,0.0,25.0,SYN.ETH-26DEC23,2310.5298230007415,180.0,0.001279,23.0,0.0015,0.0012,ETH-26DEC23-2475-C,0.0014,0.0005,0.0014
460,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.168643,0.0,,,ETH-26DEC23-2700-P,,,
461,0.18225,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.18154,1841.0,0.1845,0.18,ETH-29MAR24-2600-P,0.242,,
462,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.072462,0.0,,,ETH-26DEC23-2475-P,,,
463,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.370492,250.0,,,ETH-23FEB24-1500-C,0.3502,,
464,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.494329,0.0,,,ETH-23FEB24-3500-P,,,
465,0.00095,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.00095,77.0,0.001,0.0009,ETH-12JAN24-1600-P,0.0022,,
466,0.0245,2307.91,2703.68,ETH,1703393241978,ETH,0.0,50.0,ETH-5JAN24,2322.0,21.4286,0.024355,17146.0,0.025,0.024,ETH-5JAN24-2400-C,0.0255,0.021,0.026
467,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.133427,0.0,,,ETH-24DEC23-2000-C,,,
468,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.072071,0.0,,,ETH-25DEC23-2475-P,,,
469,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.132201,1172.0,0.142,,ETH-23FEB24-2200-C,0.125,,
470,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.541129,10.0,,,ETH-26JAN24-3600-P,0.589,,
471,0.0004,2307.91,297.36,ETH,1703393241979,ETH,0.0,227.0,SYN.ETH-26DEC23,2310.5298230007415,-60.0,0.000372,205.0,0.0005,0.0003,ETH-26DEC23-2150-P,0.0002,0.0002,0.0008
472,0.00415,2307.91,367.59,ETH,1703393241979,ETH,0.0,36.0,ETH-26JAN24,2342.45,28.5714,0.00427,9741.0,0.0044,0.0039,ETH-26JAN24-3600-C,0.0045,0.0035,0.0046
473,0.02675,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.026817,592.0,0.0285,0.025,ETH-27SEP24-7000-C,0.025,,
474,0.1945,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.19388,1193.0,0.198,0.191,ETH-27SEP24-2400-P,0.191,,
475,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.187062,512.0,,,ETH-23FEB24-2000-C,0.1705,,
476,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29DEC23,2314.56,,1.2e-05,8339.0,0.0001,,ETH-29DEC23-5000-C,0.0001,,
477,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.125531,0.0,,,ETH-26DEC23-2600-P,,,
478,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.277479,0.0,,,ETH-25DEC23-2950-P,,,
479,0.26625,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.265594,75107.0,0.268,0.2645,ETH-29DEC23-1700-C,0.26,,
480,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.836944,0.0,,0.0001,ETH-28JUN24-400-C,,,
481,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.512311,38.0,,,ETH-29DEC23-3500-P,1.0715,,
482,0.04425,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.044211,1451.0,0.0465,0.042,ETH-27SEP24-5500-C,0.042,,
483,0.04425,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.044381,682.0,0.0465,0.042,ETH-27SEP24-1500-P,0.049,,
484,0.03225,2307.91,8386.42,ETH,1703393241979,ETH,0.0,104.0,ETH-5JAN24,2322.0,-7.0423,0.032305,1692.0,0.0325,0.032,ETH-5JAN24-2300-P,0.033,0.0325,0.038
485,0.09175,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.091018,1159.0,0.093,0.0905,ETH-23FEB24-2400-C,0.094,,
486,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,3e-06,0.0,0.0004,,ETH-26DEC23-2850-C,,,
487,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.176756,0.0,,,ETH-24DEC23-1900-C,,,
488,,2307.91,4515.43,ETH,1703393241979,ETH,0.0,654.0,SYN.ETH-24DEC23,2307.94303833457,-97.1429,8.8e-05,1089.0,0.0003,,ETH-24DEC23-2275-P,0.0001,0.0001,0.0037
489,0.0135,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.013447,1827.0,0.015,0.012,ETH-28JUN24-6500-C,0.0105,,
490,0.00025,2307.91,202.25,ETH,1703393241979,ETH,0.0,423.0,ETH-29DEC23,2314.56,-33.3333,0.000215,50560.0,0.0003,0.0002,ETH-29DEC23-3000-C,0.0002,0.0001,0.0009
491,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,1.8e-05,5.0,0.0004,,ETH-25DEC23-2600-C,0.0006,,
492,0.07175,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.071858,7046.0,0.074,0.0695,ETH-28JUN24-3500-C,0.0685,,
493,0.0055,2307.91,254.53,ETH,1703393241979,ETH,0.0,22.0,ETH-5JAN24,2322.0,19.0476,0.005323,3234.0,0.006,0.005,ETH-5JAN24-2700-C,0.005,0.0041,0.0055
494,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.125931,0.0,,,ETH-25DEC23-2600-P,,,
495,0.022,2307.91,518.76,ETH,1703393241979,ETH,0.0,10.0,ETH-29MAR24,2388.45,0.0,0.022232,11505.0,0.023,0.021,ETH-29MAR24-1700-P,0.0225,0.0225,0.0225
496,0.007,2307.91,598.04,ETH,1703393241979,ETH,0.0,35.0,ETH-26JAN24,2342.59,-6.6667,0.007025,8061.0,0.0075,0.0065,ETH-26JAN24-1800-P,0.007,0.007,0.0075
497,0.00675,2307.91,4208.5,ETH,1703393241979,ETH,0.0,261.0,ETH-26JAN24,2342.45,16.6667,0.006753,6663.0,0.007,0.0065,ETH-26JAN24-3300-C,0.007,0.006,0.007
498,0.0031,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.003117,1763.0,0.0038,0.0024,ETH-28JUN24-800-P,0.003,,
499,0.017,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.017105,3385.0,0.0185,0.0155,ETH-28JUN24-1300-P,0.021,,
500,0.0007,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.000612,68.0,0.0011,0.0003,ETH-23FEB24-900-P,0.0007,,
501,0.105,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.10522,735.0,0.1065,0.1035,ETH-29MAR24-2300-P,0.0975,,
502,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.597586,105.0,,0.0002,ETH-28JUN24-1000-C,0.5435,,
503,0.041,2307.91,13700.69,ETH,1703393241979,ETH,0.0,143.0,SYN.ETH-12JAN24,2328.81,21.7391,0.040715,8054.0,0.0415,0.0405,ETH-12JAN24-2400-C,0.042,0.0345,0.0435
504,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.083,0.0,,,ETH-26DEC23-2500-P,,,
505,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.361856,15.0,,,ETH-26JAN24-1500-C,0.342,,
506,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.193841,0.0,,,ETH-23FEB24-2700-P,,,
507,0.01125,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.011186,2480.0,0.012,0.0105,ETH-23FEB24-1700-P,0.0165,,
508,0.00065,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.000593,16069.0,0.0008,0.0005,ETH-26JAN24-6000-C,0.0007,,
509,0.0036,2307.91,162.2,ETH,1703393241979,ETH,0.0,23.0,ETH-5JAN24,2322.0,16.0,0.003467,351.0,0.0038,0.0034,ETH-5JAN24-2800-C,0.0029,0.0025,0.0032
510,0.08575,2307.91,20481.42,ETH,1703393241979,ETH,0.0,100.0,ETH-26JAN24,2342.59,0.0,0.08552,10205.0,0.087,0.0845,ETH-26JAN24-2400-P,0.0895,0.0895,0.0895
511,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.283737,63.0,,0.1205,ETH-27SEP24-2100-C,0.2685,,
512,,2307.91,18.78,ETH,1703393241979,ETH,0.0,49.0,SYN.ETH-25DEC23,2309.2364306676554,-50.0,5.8e-05,516.0,0.0003,,ETH-25DEC23-2100-P,0.0001,0.0001,0.0002
513,0.01175,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.011906,15897.0,0.0125,0.011,ETH-29MAR24-1500-P,0.014,,
514,0.04625,2307.91,884.88,ETH,1703393241979,ETH,0.0,8.0,SYN.ETH-12JAN24,2328.81,-9.0,0.046385,535.0,0.0465,0.046,ETH-12JAN24-2300-P,0.0455,0.0455,0.05
515,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.374372,10.0,,,ETH-26JAN24-3200-P,0.4175,,
516,0.00065,2307.91,13.44,ETH,1703393241979,ETH,0.0,13.0,SYN.ETH-26DEC23,2310.5298230007415,133.3333,0.000589,13.0,0.0008,0.0005,ETH-26DEC23-2550-C,0.0007,0.0003,0.0007
517,0.0155,2307.91,928.71,ETH,1703393241979,ETH,0.0,30.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.015228,574.0,0.016,0.015,ETH-23FEB24-3400-C,0.0135,0.0135,0.0135
518,0.0024,2307.91,1776.35,ETH,1703393241979,ETH,0.0,148.0,SYN.ETH-25DEC23,2309.2364306676554,-71.6667,0.002319,289.0,0.0027,0.0021,ETH-25DEC23-2275-P,0.0017,0.0017,0.0065
519,0.0026,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.002617,458.0,0.0029,0.0023,ETH-23FEB24-1300-P,0.003,,
520,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.383821,2107.0,,,ETH-29MAR24-1500-C,0.359,,
521,0.047,2307.91,49904.54,ETH,1703393241979,ETH,0.0,500.0,ETH-26JAN24,2342.59,11.9048,0.046749,48110.0,0.0475,0.0465,ETH-26JAN24-2500-C,0.047,0.0415,0.0485
522,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.023939,0.0,,0.0005,ETH-26DEC23-2350-P,,,
523,0.0008,2307.91,17.3,ETH,1703393241979,ETH,0.0,15.0,ETH-26JAN24,2342.59,0.0,0.000806,486.0,0.0011,0.0005,ETH-26JAN24-1200-P,0.0005,0.0005,0.0005
524,0.0425,2307.91,88.19,ETH,1703393241979,ETH,0.0,1.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.042225,2989.0,0.0435,0.0415,ETH-23FEB24-2800-C,0.0385,0.0385,0.0385
525,0.0032,2307.91,64.73,ETH,1703393241979,ETH,0.0,15.0,SYN.ETH-26DEC23,2310.5298230007415,233.3333,0.003156,14.0,0.0035,0.0029,ETH-26DEC23-2400-C,0.004,0.0012,0.004
526,0.2485,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.244067,42422.0,0.27,0.227,ETH-29MAR24-1900-C,0.247,,
527,0.143,2307.91,244702.99,ETH,1703393241979,ETH,0.0,512.0,ETH-29MAR24,2388.45,0.4808,0.214328,76321.0,0.25,0.036,ETH-29MAR24-2000-C,0.209,0.208,0.209
528,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.654344,514.0,,,ETH-29DEC23-800-C,0.645,,
529,0.0845,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.085267,3767.0,0.089,0.08,ETH-29DEC23-2500-P,0.11,,
530,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.700164,0.0,,,ETH-23FEB24-4000-P,,,
531,0.072,2307.91,8498.42,ETH,1703393241979,ETH,0.0,50.0,ETH-28JUN24,2442.14,0.0,0.072108,9851.0,0.0745,0.0695,ETH-28JUN24-1900-P,0.074,0.074,0.074
532,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-27SEP24,2483.08,,1.067586,0.0,,,ETH-27SEP24-5000-P,,,
533,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.0,146.0,0.0002,,ETH-24DEC23-2000-P,0.0002,,
534,0.0021,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.002109,1870.0,0.0022,0.002,ETH-12JAN24-3400-C,0.0027,,
535,,2307.91,0.0,ETH,1703393241979,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.46473,0.0,,,ETH-5JAN24-3400-P,,,
536,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.112267,0.0,,,ETH-25DEC23-2050-C,,,
537,0.007,2307.91,4188.32,ETH,1703393241980,ETH,0.0,272.0,SYN.ETH-26DEC23,2310.5298230007415,157.5758,0.006856,233.0,0.0075,0.0065,ETH-26DEC23-2350-C,0.0085,0.0033,0.0085
538,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.382607,1499.0,,0.375,ETH-28JUN24-1600-C,0.343,,
539,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.155565,0.0,,,ETH-25DEC23-1950-C,,,
540,0.0003,2307.91,1.16,ETH,1703393241980,ETH,0.0,5.0,ETH-26JAN24,2342.59,0.0,0.000182,708.0,0.0005,0.0001,ETH-26JAN24-700-P,0.0001,0.0001,0.0001
541,0.12325,2307.91,267.33,ETH,1703393241980,ETH,0.0,1.0,ETH-29MAR24,2388.45,0.0,0.123329,25376.0,0.125,0.1215,ETH-29MAR24-2400-C,0.117,0.117,0.117
542,0.01,2307.91,6131.73,ETH,1703393241980,ETH,0.0,201.0,SYN.ETH-26DEC23,2310.5298230007415,-25.0,0.010181,170.0,0.0105,0.0095,ETH-26DEC23-2300-P,0.0105,0.01,0.015
543,0.0945,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.094499,792.0,0.0975,0.0915,ETH-27SEP24-1900-P,0.0915,,
544,0.0135,2307.91,1201.97,ETH,1703393241980,ETH,0.0,37.0,SYN.ETH-12JAN24,2328.81,27.2727,0.013544,566.0,0.014,0.013,ETH-12JAN24-2700-C,0.014,0.011,0.0145
545,0.09325,2307.91,2207.35,ETH,1703393241980,ETH,0.0,10.0,ETH-29MAR24,2388.45,0.0,0.092858,13532.0,0.0945,0.092,ETH-29MAR24-2600-C,0.095,0.095,0.095
546,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-29DEC23,2314.56,,3e-06,37498.0,0.0001,,ETH-29DEC23-4500-C,0.0001,,
547,0.00265,2307.91,12102.75,ETH,1703393241980,ETH,0.0,1479.0,ETH-29DEC23,2314.56,50.0,0.002561,49968.0,0.0028,0.0025,ETH-29DEC23-2600-C,0.003,0.0016,0.0037
548,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-28JUN24,2442.14,,1.877802,0.0,,,ETH-28JUN24-7000-P,,,
549,0.044,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.048872,0.0,0.061,0.027,ETH-26DEC23-2200-C,,,
550,0.037,2307.91,81.24,ETH,1703393241980,ETH,0.0,1.0,ETH-27SEP24,2483.08,0.0,0.036854,1481.0,0.039,0.035,ETH-27SEP24-6000-C,0.0355,0.0355,0.0355
551,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.728315,10.0,,0.0005,ETH-29DEC23-4000-P,0.9365,,
552,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-28JUN24,2442.14,,1.67532,0.0,,,ETH-28JUN24-6500-P,,,
553,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.920185,0.0,,,ETH-27SEP24-200-C,,,
554,0.0013,2307.91,59.76,ETH,1703393241980,ETH,0.0,17.0,ETH-29DEC23,2314.56,-17.6471,0.001299,2435.0,0.0014,0.0012,ETH-29DEC23-2050-P,0.0014,0.0014,0.0018
555,0.18475,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.18466,8284.0,0.1875,0.182,ETH-28JUN24-2400-C,0.1875,,
556,0.00165,2307.91,111.19,ETH,1703393241980,ETH,0.0,38.0,SYN.ETH-25DEC23,2309.2364306676554,90.0,0.001722,261.0,0.0019,0.0014,ETH-25DEC23-2375-C,0.0019,0.0009,0.0031
557,0.312,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.222609,3623.0,0.4,0.224,ETH-28JUN24-2200-C,0.2015,,
558,0.00335,2307.91,64.14,ETH,1703393241980,ETH,0.0,8.0,SYN.ETH-12JAN24,2328.81,13.3333,0.003351,369.0,0.0036,0.0031,ETH-12JAN24-3200-C,0.0034,0.003,0.0037
559,0.00775,2307.91,17.2,ETH,1703393241980,ETH,0.0,1.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.007654,1108.0,0.0085,0.007,ETH-23FEB24-1600-P,0.0075,0.0075,0.0075
560,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,2e-06,5.0,0.0004,,ETH-25DEC23-2000-P,0.0002,,
561,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.625553,5.0,,,ETH-26JAN24-3800-P,0.6755,,
562,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.619713,0.0,,,ETH-23FEB24-900-C,,,
563,0.00495,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.004856,414.0,0.0055,0.0044,ETH-23FEB24-4400-C,0.0041,,
564,0.003,2307.91,796.16,ETH,1703393241980,ETH,0.0,149.0,SYN.ETH-25DEC23,2309.2364306676554,0.0,0.002925,366.0,0.0033,0.0027,ETH-25DEC23-2350-C,0.0027,0.0018,0.005
565,0.00055,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.000522,78.0,0.0008,0.0003,ETH-5JAN24-1500-P,0.0004,,
566,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.609901,0.0,,,ETH-27SEP24-1000-C,,,
567,0.0045,2307.91,125.94,ETH,1703393241980,ETH,0.0,10.0,SYN.ETH-12JAN24,2328.81,0.0,0.004514,665.0,0.0047,0.0043,ETH-12JAN24-1900-P,0.0055,0.0055,0.0055
568,0.013,2307.91,2460.15,ETH,1703393241980,ETH,0.0,86.0,ETH-26JAN24,2342.45,17.3913,0.012957,27235.0,0.0135,0.0125,ETH-26JAN24-3000-C,0.0135,0.011,0.0135
569,0.00065,2307.91,74.91,ETH,1703393241980,ETH,0.0,44.0,ETH-29DEC23,2314.56,57.1429,0.000633,50279.0,0.0008,0.0005,ETH-29DEC23-2800-C,0.0011,0.0004,0.0013
570,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,ETH-29DEC23,2314.56,,1.2e-05,22322.0,0.0001,,ETH-29DEC23-4000-C,0.0001,,
571,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.0,0.0,0.0004,,ETH-26DEC23-3000-C,,,
572,,2307.91,102.91,ETH,1703393241980,ETH,0.0,252.0,SYN.ETH-25DEC23,2309.2364306676554,100.0,0.000136,227.0,0.0003,,ETH-25DEC23-2150-P,0.0002,0.0001,0.0004
573,,2307.91,0.0,ETH,1703393241980,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.577642,0.0,,,ETH-23FEB24-1000-C,,,
