,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high
283,0.108,2307.91,3415.49,ETH,1703393241976,ETH,0.0,14.0,ETH-29MAR24,2388.45,2.8571,0.10759,22170.0,0.1085,0.1075,ETH-29MAR24-2500-C,0.108,0.105,0.1085
284,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,1e-05,6486.0,0.0001,,ETH-29DEC23-5500-C,0.0001,,
285,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.481532,847.0,,,ETH-29DEC23-1200-C,0.467,,
286,,2307.91,91.6,ETH,1703393241976,ETH,0.0,3.0,SYN.ETH-25DEC23,2309.2364306676554,-3.5714,0.017145,2.0,,0.0005,ETH-25DEC23-2275-C,0.0135,0.0125,0.014
287,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.199826,4522.0,,,ETH-26JAN24-1900-C,0.1935,,
288,0.03525,2307.91,3939.35,ETH,1703393241976,ETH,0.0,50.0,ETH-28JUN24,2442.14,0.0,0.03511,5124.0,0.037,0.0335,ETH-28JUN24-4500-C,0.0345,0.0345,0.0345
289,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.333663,0.0,,,ETH-26JAN24-3100-P,,,
290,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.059242,0.0,,0.0005,ETH-26DEC23-2175-C,,,
291,0.001,2307.91,1.15,ETH,1703393241976,ETH,0.0,1.0,ETH-28JUN24,2442.14,0.0,0.000752,1782.0,0.0015,0.0005,ETH-28JUN24-400-P,0.0005,0.0005,0.0005
292,0.021,2307.91,697.21,ETH,1703393241976,ETH,0.0,14.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.020763,4650.0,0.022,0.02,ETH-23FEB24-3200-C,0.0215,0.0215,0.0215
293,0.00275,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.002691,3288.0,0.0032,0.0023,ETH-29MAR24-7000-C,0.0036,,
294,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,1.259202,0.0,,,ETH-27SEP24-5500-P,,,
295,0.067,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.066854,2510.0,0.068,0.066,ETH-29MAR24-2100-P,0.0675,,
296,0.0004,2307.91,2.76,ETH,1703393241976,ETH,0.0,2.0,ETH-5JAN24,2322.0,0.0,0.000406,179.0,0.0005,0.0003,ETH-5JAN24-3400-C,0.0006,0.0006,0.0006
297,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,4e-06,5256.0,0.0001,,ETH-29DEC23-6000-C,0.0001,,
298,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.149468,250.0,,,ETH-12JAN24-2000-C,0.1526,,
299,0.00035,2307.91,94.48,ETH,1703393241976,ETH,0.0,97.0,ETH-29DEC23,2314.56,0.0,0.000327,31418.0,0.0005,0.0002,ETH-29DEC23-1900-P,0.0004,0.0004,0.0006
300,0.00125,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.001294,679.0,0.0014,0.0011,ETH-5JAN24-1850-P,0.0016,,
301,0.00275,2307.91,595.25,ETH,1703393241976,ETH,0.0,100.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.002697,1110.0,0.0031,0.0024,ETH-23FEB24-5000-C,0.0026,0.0026,0.0026
302,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.382283,317.0,,0.16,ETH-27SEP24-1700-C,0.3415,,
303,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.0,0.0,0.0004,,ETH-25DEC23-3000-C,,,
304,0.22725,2307.91,510.59,ETH,1703393241976,ETH,0.0,1.0,ETH-27SEP24,2483.08,0.0,0.227338,384.0,0.2305,0.224,ETH-27SEP24-2400-C,0.2226,0.2226,0.2226
305,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.079267,0.0,,,ETH-24DEC23-2125-C,,,
306,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.399282,0.0,,,ETH-12JAN24-1400-C,,,
307,0.2885,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.22,,0.305651,737.0,0.327,0.25,ETH-27SEP24-2000-C,0.2889,,
308,0.03125,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.031242,863.0,0.033,0.0295,ETH-27SEP24-6500-C,0.0265,,
309,0.04175,2307.91,52762.05,ETH,1703393241976,ETH,0.0,619.0,ETH-5JAN24,2322.0,22.973,0.041733,9721.0,0.0425,0.041,ETH-5JAN24-2300-C,0.0455,0.0365,0.0455
310,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.867028,0.0,,,ETH-23FEB24-4400-P,,,
311,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.24633,0.0,,,ETH-28JUN24-2700-P,,,
312,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.329321,632.0,,,ETH-27SEP24-1900-C,0.333,,
313,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.79615,0.0,,,ETH-28JUN24-500-C,,,
314,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,3e-06,8.0,0.0004,,ETH-25DEC23-2650-C,0.0003,,
315,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.133914,0.0,,,ETH-25DEC23-2000-C,,,
316,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.684551,0.0,,,ETH-27SEP24-800-C,,,
317,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.521581,361.0,,,ETH-27SEP24-3500-P,0.6565,,
318,0.03975,2307.91,2383.65,ETH,1703393241976,ETH,0.0,25.0,ETH-29MAR24,2388.45,2.439,0.039642,8694.0,0.041,0.0385,ETH-29MAR24-1900-P,0.042,0.041,0.042
319,0.15075,2307.91,36203.7,ETH,1703393241976,ETH,0.0,100.0,ETH-26JAN24,2342.59,0.0,0.163574,14253.0,0.18,0.1215,ETH-26JAN24-2000-C,0.158,0.158,0.158
320,,2307.91,0.23,ETH,1703393241976,ETH,0.0,1.0,SYN.ETH-26DEC23,2310.5298230007415,0.0,0.0,1.0,0.0001,,ETH-26DEC23-2950-C,0.0001,0.0001,0.0001
321,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.351976,3939.0,,,ETH-29DEC23-1500-C,0.3545,,
322,0.036,2307.91,29928.21,ETH,1703393241976,ETH,0.0,343.0,SYN.ETH-12JAN24,2328.81,-9.0909,0.036347,973.0,0.0365,0.0355,ETH-12JAN24-2250-P,0.035,0.035,0.0385
323,0.005,2307.91,442.62,ETH,1703393241976,ETH,0.0,38.0,ETH-5JAN24,2322.0,0.0,0.005107,13651.0,0.0055,0.0045,ETH-5JAN24-2050-P,0.005,0.005,0.0055
324,0.0032,2307.91,11633.67,ETH,1703393241976,ETH,0.0,1163.0,ETH-29DEC23,2314.56,-31.7073,0.00324,2890.0,0.0034,0.003,ETH-29DEC23-2150-P,0.0028,0.0028,0.005
325,0.0018,2307.91,7.84,ETH,1703393241976,ETH,0.0,2.0,ETH-5JAN24,2322.0,26.6667,0.001708,345.0,0.002,0.0016,ETH-5JAN24-3000-C,0.0019,0.0015,0.0019
326,0.087,2307.91,10277.46,ETH,1703393241976,ETH,0.0,50.0,ETH-28JUN24,2442.14,0.0,0.08727,2176.0,0.0895,0.0845,ETH-28JUN24-2000-P,0.0895,0.0895,0.0895
327,0.14075,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.140629,668.0,0.1435,0.138,ETH-28JUN24-2700-C,0.1425,,
328,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,3.1e-05,4840.0,0.0001,,ETH-29DEC23-600-P,0.0001,,
329,0.1925,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.194082,191.0,0.1955,0.1895,ETH-28JUN24-2500-P,0.195,,
330,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.791102,186.0,,,ETH-29MAR24-500-C,0.784,,
331,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.0,15275.0,0.0001,,ETH-29DEC23-1000-P,0.0001,,
332,,2307.91,0.0,ETH,1703393241976,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,1.118801,0.0,,,ETH-23FEB24-5000-P,,,
333,0.067,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.066917,432.0,0.069,0.065,ETH-27SEP24-1700-P,0.072,,
334,0.00035,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.000359,55.0,0.0006,0.0001,ETH-26JAN24-900-P,0.0004,,
335,0.001,2307.91,146.73,ETH,1703393241977,ETH,0.0,37.0,SYN.ETH-26DEC23,2310.5298230007415,-15.7895,0.001034,32.0,0.0012,0.0008,ETH-26DEC23-2200-P,0.0016,0.0016,0.002
336,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.25452,0.0,,,ETH-23FEB24-1800-C,,,
337,0.1515,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.151359,1669.0,0.1545,0.1485,ETH-27SEP24-3000-C,0.153,,
338,0.0022,2307.91,646.23,ETH,1703393241977,ETH,0.0,123.0,ETH-26JAN24,2342.59,9.5238,0.002214,3771.0,0.0023,0.0021,ETH-26JAN24-1500-P,0.0023,0.0021,0.0023
339,0.0004,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.000166,26.0,0.0007,0.0001,ETH-12JAN24-1200-P,0.0004,,
340,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.691844,0.0,,,ETH-29MAR24-4000-P,,,
341,0.0018,2307.91,177.87,ETH,1703393241977,ETH,0.0,32.0,SYN.ETH-26DEC23,2310.5298230007415,-43.75,0.001837,20.0,0.002,0.0016,ETH-26DEC23-2225-P,0.0018,0.0018,0.0032
342,0.047,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.046803,5089.0,0.048,0.046,ETH-23FEB24-2100-P,0.046,,
343,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.168705,0.0,,,ETH-12JAN24-1950-C,,,
344,0.011,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.01117,2650.0,0.012,0.01,ETH-28JUN24-7000-C,0.011,,
345,0.016,2307.91,1983.48,ETH,1703393241977,ETH,0.0,56.0,SYN.ETH-26DEC23,2310.5298230007415,-9.375,0.016308,50.0,0.0165,0.0155,ETH-26DEC23-2325-P,0.0145,0.0135,0.017
346,0.129,2307.91,291.06,ETH,1703393241977,ETH,0.0,1.0,ETH-28JUN24,2442.14,0.0,0.128715,3792.0,0.1315,0.1265,ETH-28JUN24-2800-C,0.127,0.127,0.127
347,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.211853,0.0,,,ETH-26DEC23-2800-P,,,
348,0.00175,2307.91,51.82,ETH,1703393241977,ETH,0.0,14.0,ETH-5JAN24,2322.0,-11.1111,0.001795,1206.0,0.002,0.0015,ETH-5JAN24-1900-P,0.0016,0.0016,0.0018
349,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.82717,8.0,,,ETH-29DEC23-400-C,0.79,,
350,0.0085,2307.91,522.51,ETH,1703393241977,ETH,0.0,30.0,ETH-5JAN24,2322.0,23.0769,0.008341,5086.0,0.009,0.008,ETH-5JAN24-2600-C,0.008,0.0065,0.008
351,0.00105,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.000835,902.0,0.0015,0.0006,ETH-27SEP24-400-P,0.0012,,
352,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.062039,0.0,,0.0005,ETH-26DEC23-2450-P,,,
353,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.440169,0.0,,,ETH-5JAN24-1300-C,,,
354,0.0052,2307.91,57809.65,ETH,1703393241977,ETH,0.0,4650.0,ETH-29DEC23,2314.56,25.0,0.005078,119746.0,0.0055,0.0049,ETH-29DEC23-2500-C,0.005,0.0035,0.0065
355,0.00675,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.006731,531.0,0.008,0.0055,ETH-27SEP24-800-P,0.0055,,
356,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.122206,0.0,,,ETH-5JAN24-2050-C,0.1155,,
357,,2307.91,2.52,ETH,1703393241977,ETH,0.0,11.0,ETH-29DEC23,2314.56,0.0,2.3e-05,21951.0,0.0001,,ETH-29DEC23-1200-P,0.0001,0.0001,0.0001
358,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.25653,0.0,,,ETH-24DEC23-2900-P,,,
359,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.041879,0.0,,0.019,ETH-26DEC23-2400-P,,,
360,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.104232,0.0,,,ETH-26DEC23-2550-P,,,
361,0.00125,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-26JAN24,2342.59,,0.001249,16265.0,0.0015,0.001,ETH-26JAN24-5000-C,0.0014,,
362,0.0235,2307.91,1973.84,ETH,1703393241977,ETH,0.0,37.0,SYN.ETH-23FEB24,2362.8322222222223,-6.25,0.023537,1890.0,0.024,0.023,ETH-23FEB24-1900-P,0.0225,0.0225,0.024
363,0.1495,2307.91,6881.79,ETH,1703393241977,ETH,0.0,20.0,ETH-27SEP24,2483.22,0.0,0.149502,679.0,0.153,0.146,ETH-27SEP24-2200-P,0.15,0.15,0.15
364,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,0.276764,0.0,,,ETH-26DEC23-2950-P,,,
365,0.02,2307.91,11143.5,ETH,1703393241977,ETH,0.0,216.0,ETH-29DEC23,2314.56,-20.4082,0.019889,15610.0,0.0205,0.0195,ETH-29DEC23-2300-P,0.0195,0.0165,0.0255
366,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.229659,0.0,,,ETH-12JAN24-1800-C,,,
367,0.00135,2307.91,2.98,ETH,1703393241977,ETH,0.0,1.0,ETH-28JUN24,2442.14,0.0,0.001101,1061.0,0.0015,0.0012,ETH-28JUN24-600-P,0.0013,0.0013,0.0013
368,0.21875,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.218543,2800.0,0.222,0.2155,ETH-28JUN24-2600-P,0.2468,,
369,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.169873,0.0,,,ETH-24DEC23-2700-P,,,
370,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.550701,0.0,,,ETH-5JAN24-3600-P,,,
371,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.330501,0.0,,,ETH-23FEB24-1600-C,,,
372,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.0,0.0,0.0004,,ETH-24DEC23-2800-C,,,
373,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.877945,0.0,,,ETH-28JUN24-4500-P,,,
374,0.17225,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.172372,280.0,0.1755,0.169,ETH-27SEP24-2800-C,0.1745,,
375,0.0007,2307.91,2.76,ETH,1703393241977,ETH,0.0,2.0,SYN.ETH-26DEC23,2310.5298230007415,0.0,0.000707,2.0,0.0009,0.0005,ETH-26DEC23-2525-C,0.0006,0.0006,0.0006
376,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-26DEC23,2310.5298230007415,,2.8e-05,0.0,0.0005,,ETH-26DEC23-2750-C,,,
377,0.17125,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.17124,1334.0,0.175,0.1675,ETH-27SEP24-2300-P,0.172,,
378,0.02075,2307.91,2954.59,ETH,1703393241977,ETH,0.0,59.0,SYN.ETH-12JAN24,2328.81,-13.6364,0.021038,771.0,0.021,0.0205,ETH-12JAN24-2150-P,0.019,0.019,0.0225
379,0.048,2307.91,2528.85,ETH,1703393241977,ETH,0.0,21.0,ETH-29DEC23,2314.56,-8.2569,0.047859,19911.0,0.0505,0.0455,ETH-29DEC23-2400-P,0.05,0.05,0.0545
380,0.009,2307.91,85.66,ETH,1703393241977,ETH,0.0,5.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.008819,717.0,0.0095,0.0085,ETH-23FEB24-3800-C,0.0075,0.0075,0.0075
381,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29DEC23,2314.56,,0.567925,252.0,,,ETH-29DEC23-1000-C,0.5205,,
382,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.262389,0.0,,,ETH-23FEB24-2900-P,,,
383,0.00015,2307.91,242.81,ETH,1703393241977,ETH,0.0,901.0,SYN.ETH-24DEC23,2307.94303833457,-50.0,0.000121,1099.0,0.0002,0.0001,ETH-24DEC23-2425-C,0.0001,0.0001,0.0004
384,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.833023,411.0,,,ETH-29MAR24-400-C,0.749,,
385,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29DEC23,2314.56,,1.592458,0.0,,,ETH-29DEC23-6000-P,,,
386,,2307.91,4.57,ETH,1703393241977,ETH,0.0,10.0,SYN.ETH-25DEC23,2309.2364306676554,0.0,8.7e-05,22.0,0.0002,,ETH-25DEC23-2550-C,0.0002,0.0002,0.0002
387,0.0005,2307.91,34.36,ETH,1703393241977,ETH,0.0,25.0,ETH-26JAN24,2342.59,0.0,0.00045,790.0,0.0007,0.0003,ETH-26JAN24-1000-P,0.0006,0.0006,0.0006
388,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.411118,0.0,,,ETH-23FEB24-1400-C,,,
389,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.75539,0.0,,0.0001,ETH-28JUN24-600-C,,,
390,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29MAR24,2388.45,,0.665861,590.0,,,ETH-29MAR24-800-C,0.656,,
391,0.01525,2307.91,32075.8,ETH,1703393241977,ETH,0.0,1162.0,SYN.ETH-26DEC23,2310.5298230007415,33.3333,0.014739,1082.0,0.016,0.0145,ETH-26DEC23-2300-C,0.016,0.0105,0.016
392,0.0005,2307.91,58.32,ETH,1703393241977,ETH,0.0,51.0,SYN.ETH-12JAN24,2328.81,-33.3333,0.000448,51.0,0.0007,0.0003,ETH-12JAN24-1400-P,0.0004,0.0004,0.0006
393,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-5JAN24,2322.0,,5.8e-05,0.0,0.0006,,ETH-5JAN24-1300-P,,,
394,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.234866,0.0,,,ETH-24DEC23-2850-P,,,
395,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.219418,4.0,,,ETH-23FEB24-1900-C,0.149,,
396,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.293636,0.0,,,ETH-12JAN24-3000-P,,,
397,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.16282,1.0,,,ETH-5JAN24-1950-C,0.1273,,
398,0.0755,2307.91,5723.55,ETH,1703393241977,ETH,0.0,33.0,SYN.ETH-23FEB24,2362.8322222222223,5.5172,0.075376,10935.0,0.0765,0.0745,ETH-23FEB24-2500-C,0.0765,0.071,0.0765
399,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-29DEC23,2314.56,,5e-06,3221.0,0.0001,,ETH-29DEC23-800-P,0.0001,,
400,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.696535,109.0,,,ETH-27SEP24-4000-P,0.82,,
401,0.011,2307.91,6657.12,ETH,1703393241977,ETH,0.0,253.0,ETH-26JAN24,2342.59,-13.0435,0.010946,17188.0,0.0115,0.0105,ETH-26JAN24-1900-P,0.01,0.01,0.0125
402,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.131046,175.0,,,ETH-12JAN24-2050-C,0.1325,,
403,0.00825,2307.91,501.89,ETH,1703393241977,ETH,0.0,24.0,SYN.ETH-12JAN24,2328.81,-16.6667,0.008276,2755.0,0.0085,0.008,ETH-12JAN24-2000-P,0.0075,0.0075,0.01
404,,2307.91,0.0,ETH,1703393241977,ETH,0.0,0.0,ETH-26JAN24,2342.45,,0.446133,5.0,,,ETH-26JAN24-1300-C,0.429,,
405,0.0165,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.016394,1676.0,0.018,0.015,ETH-28JUN24-6000-C,0.018,,
406,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-26JAN24,2342.59,,1.135776,1.0,,,ETH-26JAN24-5000-P,1.208,,
407,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-25DEC23,2309.2364306676554,,0.0,0.0,0.0004,,ETH-25DEC23-2950-C,,,
408,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29DEC23,2314.56,,4e-06,10732.0,0.0001,,ETH-29DEC23-1100-P,0.0001,,
409,0.15375,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.153794,10103.0,0.1565,0.151,ETH-28JUN24-2600-C,0.157,,
410,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-27SEP24,2483.08,,0.410201,508.0,,,ETH-27SEP24-1600-C,0.3765,,
411,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-27SEP24,2483.08,,1.845897,0.0,,,ETH-27SEP24-7000-P,,,
412,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-26JAN24,2342.45,,0.238595,2021.0,,0.0001,ETH-26JAN24-1800-C,0.2305,,
413,,2307.91,306.55,ETH,1703393241978,ETH,0.0,1.0,ETH-5JAN24,2322.0,0.0,0.142044,250.0,,,ETH-5JAN24-2000-C,0.134,0.134,0.134
414,,2307.91,9913.56,ETH,1703393241978,ETH,0.0,10.0,ETH-29MAR24,2388.45,0.0,0.422386,900.0,,0.1,ETH-29MAR24-1400-C,0.43,0.43,0.43
415,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-24DEC23,2307.94303833457,,0.029131,0.0,,0.009,ETH-24DEC23-2375-P,,,
416,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-29DEC23,2314.56,,5e-06,2898.0,0.0001,,ETH-29DEC23-500-P,0.0001,,
417,0.00455,2307.91,4397.37,ETH,1703393241978,ETH,0.0,458.0,SYN.ETH-24DEC23,2307.94303833457,135.2941,0.004614,981.0,0.0055,0.0036,ETH-24DEC23-2300-C,0.008,0.0022,0.011
418,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,1.473508,8.0,,,ETH-28JUN24-6000-P,1.4285,,
419,0.00155,2307.91,696.42,ETH,1703393241978,ETH,0.0,169.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.001729,488.0,0.0018,0.0013,ETH-23FEB24-1200-P,0.0018,0.0018,0.0018
420,0.03525,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-23FEB24,2362.8322222222223,,0.035049,1032.0,0.036,0.0345,ETH-23FEB24-2900-C,0.036,,
421,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.073534,0.0,,0.0005,ETH-5JAN24-2450-P,,,
422,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,SYN.ETH-12JAN24,2328.81,,0.188647,0.0,,,ETH-12JAN24-1900-C,,,
423,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-28JUN24,2442.14,,0.244353,1618.0,,0.0002,ETH-28JUN24-2100-C,0.243,,
424,0.0019,2307.91,1499.77,ETH,1703393241978,ETH,0.0,235.0,ETH-29DEC23,2314.56,-28.0,0.00196,37827.0,0.002,0.0018,ETH-29DEC23-2100-P,0.0018,0.0018,0.003
425,0.0105,2307.91,2707.39,ETH,1703393241978,ETH,0.0,124.0,SYN.ETH-26DEC23,2310.5298230007415,71.4286,0.010046,89.0,0.011,0.01,ETH-26DEC23-2325-C,0.012,0.007,0.012
426,0.03225,2307.91,2649.5,ETH,1703393241978,ETH,0.0,42.0,ETH-5JAN24,2322.0,7.4074,0.032055,5673.0,0.0325,0.032,ETH-5JAN24-2350-C,0.029,0.0265,0.029
427,,2307.91,0.0,ETH,1703393241978,ETH,0.0,0.0,ETH-5JAN24,2322.0,,0.293758,0.0,,,ETH-5JAN24-3000-P,,,
428,0.0115,2307.91,25.34,ETH,1703393241978,ETH,0.0,1.0,SYN.ETH-23FEB24,2362.8322222222223,0.0,0.011397,4491.0,0.012,0.011,ETH-23FEB24-3600-C,0.011,0.011,0.011
429,,2307.91,20.16,ETH,1703393241978,ETH,0.0,67.0,ETH-29DEC23,2314.56,-60.0,0.000122,33626.0,0.0002,,ETH-29DEC23-1700-P,0.0002,0.0001,0.0005
