,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high,currency,expire_date,strike_price,option_type
630,0.04525,2222.19,30521.0,ETH,1704712781428,ETH,0.0,292.0,ETH-29MAR24,2293.96,-6.1224,0.045295,83597.0,0.046,0.0445,ETH-29MAR24-3000-C,0.046,0.0425,0.0505,ETH,29MAR24,3000,C
631,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.214285,0.0,,,ETH-10JAN24-2700-P,,,,ETH,10JAN24,2700,P
632,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.785229,0.0,,,ETH-26JAN24-4000-P,,,,ETH,26JAN24,4000,P
633,0.0012,2222.19,33.33,ETH,1704712781428,ETH,0.0,9.0,SYN.ETH-10JAN24,2224.200483367427,-11.7647,0.001125,12.0,0.0014,0.001,ETH-10JAN24-1950-P,0.0015,0.0015,0.0021,ETH,10JAN24,1950,P
634,0.0125,2222.19,2847.34,ETH,1704712781428,ETH,0.0,84.0,ETH-19JAN24,2233.51,-16.6667,0.012218,26337.0,0.013,0.012,ETH-19JAN24-2550-C,0.0125,0.011,0.0155,ETH,19JAN24,2550,C
635,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,1.145776,18.0,,,ETH-28JUN24-5000-P,1.065,,,ETH,28JUN24,5000,P
636,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.046836,0.0,,0.0035,ETH-11JAN24-2175-C,,,,ETH,11JAN24,2175,C
637,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.125299,0.0,,,ETH-10JAN24-2500-P,,,,ETH,10JAN24,2500,P
638,0.05075,2222.19,22552.43,ETH,1704712781428,ETH,0.0,187.0,ETH-28JUN24,2359.87,-8.9286,0.050776,25687.0,0.0515,0.05,ETH-28JUN24-4000-C,0.051,0.051,0.057,ETH,28JUN24,4000,C
639,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.28387,5967.0,,0.0002,ETH-28JUN24-1900-C,0.3005,,,ETH,28JUN24,1900,C
640,0.00185,2222.19,67.13,ETH,1704712781428,ETH,0.0,17.0,ETH-26JAN24,2241.65,17.6471,0.001901,2386.0,0.0021,0.0016,ETH-26JAN24-1400-P,0.002,0.0017,0.002,ETH,26JAN24,1400,P
641,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.09277,0.0,,,ETH-10JAN24-2425-P,,,,ETH,10JAN24,2425,P
642,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.259134,0.0,,,ETH-12JAN24-2800-P,,,,ETH,12JAN24,2800,P
643,0.1635,2222.19,2278.01,ETH,1704712781428,ETH,0.0,6.0,ETH-27DEC24,2458.12,-16.75,0.163385,152.0,0.167,0.16,ETH-27DEC24-3500-C,0.1665,0.1665,0.2,ETH,27DEC24,3500,C
644,0.0023,2222.19,3334.93,ETH,1704712781428,ETH,0.0,513.0,SYN.ETH-9JAN24,2223.1257250511408,-52.0,0.002294,619.0,0.0025,0.0021,ETH-9JAN24-2325-C,0.0024,0.0014,0.008,ETH,9JAN24,2325,C
645,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.160055,0.0,,,ETH-19JAN24-1900-C,,,,ETH,19JAN24,1900,C
646,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.081559,0.0,,,ETH-10JAN24-2050-C,,,,ETH,10JAN24,2050,C
647,0.00135,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.001282,2116.0,0.0015,0.0012,ETH-26JAN24-1300-P,0.0014,,,ETH,26JAN24,1300,P
648,0.35375,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.353018,1134.0,0.3665,0.341,ETH-27SEP24-1800-C,0.365,,,ETH,27SEP24,1800,C
649,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.062072,0.0,,0.0005,ETH-10JAN24-2350-P,,,,ETH,10JAN24,2350,P
650,0.047,2222.19,3719.05,ETH,1704712781428,ETH,0.0,31.0,ETH-23FEB24,2269.04,-16.8224,0.047002,8683.0,0.0475,0.0465,ETH-23FEB24-2600-C,0.0445,0.0445,0.056,ETH,23FEB24,2600,C
651,0.0365,2222.19,5082.44,ETH,1704712781428,ETH,0.0,59.0,ETH-19JAN24,2233.51,14.2857,0.036686,1083.0,0.037,0.036,ETH-19JAN24-2150-P,0.036,0.0315,0.0445,ETH,19JAN24,2150,P
652,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,1e-06,0.0,0.0002,,ETH-9JAN24-2850-C,,,,ETH,9JAN24,2850,C
653,0.0004,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.000322,55.0,0.0007,0.0001,ETH-26JAN24-800-P,0.0002,,,ETH,26JAN24,800,P
654,,2222.19,12439.34,ETH,1704712781428,ETH,0.0,87.0,ETH-19JAN24,2233.51,16.1538,0.074045,345.0,,0.0023,ETH-19JAN24-2150-C,0.0755,0.065,0.0755,ETH,19JAN24,2150,C
655,,2222.19,3474.91,ETH,1704712781428,ETH,0.0,29.0,SYN.ETH-11JAN24,2225.2752416837134,0.9346,0.053964,29.0,,0.015,ETH-11JAN24-2300-P,0.054,0.0535,0.054,ETH,11JAN24,2300,P
656,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.124813,0.0,,,ETH-9JAN24-2500-P,,,,ETH,9JAN24,2500,P
657,,2222.19,1462.59,ETH,1704712781428,ETH,0.0,15.0,SYN.ETH-9JAN24,2223.1257250511408,3.4483,0.046806,15.0,,0.025,ETH-9JAN24-2125-C,0.045,0.0435,0.045,ETH,9JAN24,2125,C
658,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.759659,3.0,1.3,,ETH-27DEC24-4000-P,0.74,,,ETH,27DEC24,4000,P
659,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-29MAR24,2293.97,,1.83598,0.0,,,ETH-29MAR24-6500-P,,,,ETH,29MAR24,6500,P
660,,2222.19,18940.69,ETH,1704712781428,ETH,0.0,134.0,ETH-19JAN24,2233.51,0.0,0.088783,134.0,,,ETH-19JAN24-2100-C,0.0665,0.0665,0.0665,ETH,19JAN24,2100,C
661,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27DEC24,2458.12,,1.701893,0.0,,,ETH-27DEC24-6500-P,,,,ETH,27DEC24,6500,P
662,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.090095,807.0,,,ETH-12JAN24-2400-P,0.0867,,,ETH,12JAN24,2400,P
663,0.006,2222.19,236.16,ETH,1704712781428,ETH,0.0,14.0,ETH-23FEB24,2269.04,0.0,0.005894,2369.0,0.0065,0.0055,ETH-23FEB24-3700-C,0.0075,0.0075,0.0075,ETH,23FEB24,3700,C
664,0.199,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.199103,1032.0,0.2015,0.1965,ETH-28JUN24-2400-P,0.1935,,,ETH,28JUN24,2400,P
665,0.0205,2222.19,183.95,ETH,1704712781428,ETH,0.0,5.0,SYN.ETH-11JAN24,2225.2752416837134,31.0345,0.020285,5.0,0.021,0.02,ETH-11JAN24-2150-P,0.019,0.0145,0.02,ETH,11JAN24,2150,P
666,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.593504,1.0,,,ETH-23FEB24-3600-P,0.6985,,,ETH,23FEB24,3600,P
667,0.2065,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.2064,775.0,0.2095,0.2035,ETH-27SEP24-2600-C,0.2325,,,ETH,27SEP24,2600,C
668,,2222.19,343623.27,ETH,1704712781428,ETH,0.0,164.0,ETH-27SEP24,2409.51,0.4739,0.941095,161.0,,,ETH-27SEP24-4500-P,0.954,0.9495,0.954,ETH,27SEP24,4500,P
669,,2222.19,0.0,ETH,1704712781428,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.794688,0.0,,,ETH-27SEP24-500-C,,,,ETH,27SEP24,500,C
670,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.473603,0.0,,,ETH-23FEB24-1200-C,,,,ETH,23FEB24,1200,C
671,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.516945,0.0,,,ETH-23FEB24-1100-C,,,,ETH,23FEB24,1100,C
672,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-29MAR24,2293.97,,2.271039,0.0,,,ETH-29MAR24-7500-P,,,,ETH,29MAR24,7500,P
673,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.264531,0.0,,,ETH-23FEB24-2800-P,,,,ETH,23FEB24,2800,P
674,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.169639,0.0,,,ETH-10JAN24-2600-P,,,,ETH,10JAN24,2600,P
675,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.116634,180.0,,,ETH-19JAN24-2450-P,0.073,,,ETH,19JAN24,2450,P
676,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-23FEB24,2269.04,,1.117693,0.0,,,ETH-23FEB24-4800-P,,,,ETH,23FEB24,4800,P
677,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.214537,0.0,,,ETH-9JAN24-2700-P,,,,ETH,9JAN24,2700,P
678,0.00095,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.000886,420.0,0.0016,0.0003,ETH-28JUN24-500-P,0.0014,,,ETH,28JUN24,500,P
679,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.28198,0.0,,,ETH-9JAN24-2850-P,,,,ETH,9JAN24,2850,P
680,0.04,2222.19,173.73,ETH,1704712781429,ETH,0.0,2.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.04006,2.0,0.041,0.039,ETH-11JAN24-2250-P,0.039,0.039,0.039,ETH,11JAN24,2250,P
681,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.430588,0.0,,,ETH-23FEB24-1300-C,,,,ETH,23FEB24,1300,C
682,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,ETH-27DEC24,2458.12,,2.095801,0.0,,,ETH-27DEC24-7500-P,,,,ETH,27DEC24,7500,P
683,,2222.19,0.0,ETH,1704712781429,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.102705,0.0,,,ETH-10JAN24-2000-C,,,,ETH,10JAN24,2000,C
