,mid_price,estimated_delivery_price,volume_usd,quote_currency,creation_timestamp,base_currency,interest_rate,volume,underlying_index,underlying_price,price_change,mark_price,open_interest,ask_price,bid_price,instrument_name,last,low,high,currency,expire_date,strike_price,option_type
381,,2222.19,0.0,ETH,1704712781423,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.387887,0.0,,,ETH-23FEB24-1400-C,,,,ETH,23FEB24,1400,C
382,0.74825,2222.19,0.0,ETH,1704712781423,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.747186,0.0,0.757,0.7395,ETH-28JUN24-600-C,,,,ETH,28JUN24,600,C
383,0.0065,2222.19,780.65,ETH,1704712781423,ETH,0.0,44.0,ETH-19JAN24,2233.51,-12.5,0.006309,1646.0,0.007,0.006,ETH-19JAN24-2700-C,0.007,0.007,0.0085,ETH,19JAN24,2700,C
384,0.65275,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.652485,590.0,0.659,0.6465,ETH-29MAR24-800-C,0.656,,,ETH,29MAR24,800,C
385,,2222.19,39.38,ETH,1704712781424,ETH,0.0,59.0,ETH-12JAN24,2226.35,0.0,9e-05,259.0,0.0005,,ETH-12JAN24-1400-P,0.0003,0.0003,0.0003,ETH,12JAN24,1400,P
386,0.0008,2222.19,306.38,ETH,1704712781424,ETH,0.0,219.0,SYN.ETH-9JAN24,2223.1257250511408,-65.0,0.00076,224.0,0.001,0.0006,ETH-9JAN24-2400-C,0.0007,0.0003,0.0022,ETH,9JAN24,2400,C
387,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.489335,0.0,,,ETH-27DEC24-1400-C,,,,ETH,27DEC24,1400,C
388,0.01,2222.19,1697.26,ETH,1704712781424,ETH,0.0,73.0,ETH-19JAN24,2233.51,-20.8333,0.009721,10532.0,0.0105,0.0095,ETH-19JAN24-2600-C,0.0095,0.0095,0.012,ETH,19JAN24,2600,C
389,,2222.19,96090.51,ETH,1704712781424,ETH,0.0,183.0,ETH-23FEB24,2269.04,0.0,0.193631,187.0,,,ETH-23FEB24-1900-C,0.225,0.225,0.225,ETH,23FEB24,1900,C
390,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.348344,0.0,,,ETH-12JAN24-3000-P,,,,ETH,12JAN24,3000,P
391,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.058602,8.0,,0.0005,ETH-9JAN24-2350-P,0.0555,,,ETH,9JAN24,2350,P
392,0.0585,2222.19,54851.56,ETH,1704712781424,ETH,0.0,405.0,ETH-23FEB24,2269.04,-15.3846,0.058499,17162.0,0.059,0.058,ETH-23FEB24-2500-C,0.055,0.0535,0.068,ETH,23FEB24,2500,C
393,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.753179,109.0,,,ETH-27SEP24-4000-P,0.82,,,ETH,27SEP24,4000,P
394,0.015,2222.19,17153.27,ETH,1704712781424,ETH,0.0,509.0,ETH-26JAN24,2241.65,-6.6667,0.014755,21409.0,0.0155,0.0145,ETH-26JAN24-1900-P,0.014,0.014,0.018,ETH,26JAN24,1900,P
395,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.237008,0.0,,,ETH-9JAN24-2750-P,,,,ETH,9JAN24,2750,P
396,,2222.19,6602.28,ETH,1704712781424,ETH,0.0,30.0,ETH-12JAN24,2226.35,0.0,0.091611,328.0,,0.01,ETH-12JAN24-2050-C,0.098,0.098,0.0985,ETH,12JAN24,2050,C
397,0.00925,2222.19,27660.05,ETH,1704712781424,ETH,0.0,1248.0,ETH-12JAN24,2226.35,13.3333,0.009079,14783.0,0.0095,0.009,ETH-12JAN24-2000-P,0.0085,0.007,0.012,ETH,12JAN24,2000,P
398,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.421334,5.0,,,ETH-26JAN24-1300-C,0.429,,,ETH,26JAN24,1300,C
399,0.01575,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.015819,2140.0,0.016,0.0155,ETH-28JUN24-6000-C,0.018,,,ETH,28JUN24,6000,C
400,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-26JAN24,2241.65,,1.230783,1.0,,,ETH-26JAN24-5000-P,1.208,,,ETH,26JAN24,5000,P
401,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.257977,0.0,,,ETH-19JAN24-2800-P,,,,ETH,19JAN24,2800,P
402,0.15275,2222.19,14182.99,ETH,1704712781424,ETH,0.0,41.0,ETH-28JUN24,2359.87,-2.2364,0.152863,10472.0,0.154,0.1515,ETH-28JUN24-2600-C,0.153,0.153,0.1575,ETH,28JUN24,2600,C
403,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.405424,798.0,,,ETH-27SEP24-1600-C,0.4295,,,ETH,27SEP24,1600,C
404,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27SEP24,2409.51,,1.93389,0.0,,,ETH-27SEP24-7000-P,,,,ETH,27SEP24,7000,P
405,,2222.19,3635.61,ETH,1704712781424,ETH,0.0,8.0,ETH-26JAN24,2241.65,0.0,0.206342,2020.0,,0.0001,ETH-26JAN24-1800-C,0.205,0.205,0.205,ETH,26JAN24,1800,C
406,0.00025,2222.19,28.94,ETH,1704712781424,ETH,0.0,40.0,SYN.ETH-10JAN24,2224.200483367427,-25.0,0.000343,40.0,0.0004,0.0001,ETH-10JAN24-2750-C,0.0003,0.0003,0.0004,ETH,10JAN24,2750,C
407,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.345436,0.0,,,ETH-19JAN24-3000-P,,,,ETH,19JAN24,3000,P
408,0.044,2222.19,50265.67,ETH,1704712781424,ETH,0.0,475.0,ETH-26JAN24,2241.64,1.1494,0.044066,2115.0,0.0445,0.0435,ETH-26JAN24-2150-P,0.044,0.0425,0.0525,ETH,26JAN24,2150,P
409,0.029,2222.19,1939.94,ETH,1704712781424,ETH,0.0,31.0,SYN.ETH-11JAN24,2225.2752416837134,7.1429,0.02895,31.0,0.0295,0.0285,ETH-11JAN24-2250-C,0.03,0.028,0.03,ETH,11JAN24,2250,C
410,0.401,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.400765,898.0,0.407,0.395,ETH-29MAR24-1400-C,0.4025,,,ETH,29MAR24,1400,C
411,0.0017,2222.19,1609.82,ETH,1704712781424,ETH,0.0,453.0,SYN.ETH-9JAN24,2223.1257250511408,-36.3636,0.001662,444.0,0.0019,0.0015,ETH-9JAN24-2100-P,0.0014,0.0013,0.0045,ETH,9JAN24,2100,P
412,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-28JUN24,2359.87,,1.558321,8.0,,,ETH-28JUN24-6000-P,1.4285,,,ETH,28JUN24,6000,P
413,0.4645,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.488778,60.0,0.491,0.438,ETH-27DEC24-3200-P,0.4245,,,ETH,27DEC24,3200,P
414,,2222.19,9.33,ETH,1704712781424,ETH,0.0,15.0,SYN.ETH-10JAN24,2224.200483367427,-50.0,0.000193,15.0,0.0005,,ETH-10JAN24-2800-C,0.0001,0.0001,0.0003,ETH,10JAN24,2800,C
415,0.00245,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.002477,562.0,0.0027,0.0022,ETH-23FEB24-1200-P,0.0018,,,ETH,23FEB24,1200,P
416,0.02475,2222.19,3237.57,ETH,1704712781424,ETH,0.0,55.0,ETH-23FEB24,2269.04,-16.3934,0.024663,2177.0,0.025,0.0245,ETH-23FEB24-2900-C,0.0255,0.024,0.0305,ETH,23FEB24,2900,C
417,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-12JAN24,2226.35,,0.15131,0.0,,0.01,ETH-12JAN24-1900-C,,,,ETH,12JAN24,1900,C
418,0.00205,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.001833,0.0,0.0032,0.0009,ETH-27DEC24-400-P,,,,ETH,27DEC24,400,P
419,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.237454,1618.0,,0.0002,ETH-28JUN24-2100-C,0.257,,,ETH,28JUN24,2100,C
420,0.007,2222.19,74.54,ETH,1704712781424,ETH,0.0,4.0,ETH-23FEB24,2269.04,-5.8824,0.006881,4920.0,0.0075,0.0065,ETH-23FEB24-3600-C,0.008,0.008,0.0085,ETH,23FEB24,3600,C
421,0.0065,2222.19,9882.89,ETH,1704712781424,ETH,0.0,634.0,ETH-12JAN24,2226.35,-6.25,0.006287,45490.0,0.007,0.006,ETH-12JAN24-2500-C,0.0075,0.005,0.0085,ETH,12JAN24,2500,C
422,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.054112,0.0,,,ETH-11JAN24-2150-C,,,,ETH,11JAN24,2150,C
423,0.0515,2222.19,93062.3,ETH,1704712781424,ETH,0.0,844.0,ETH-26JAN24,2241.65,-13.3333,0.051308,13608.0,0.052,0.051,ETH-26JAN24-2300-C,0.052,0.046,0.062,ETH,26JAN24,2300,C
424,0.00055,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.000581,254.0,0.0008,0.0003,ETH-23FEB24-800-P,0.0005,,,ETH,23FEB24,800,P
425,0.00575,2222.19,73.1,ETH,1704712781424,ETH,0.0,6.0,ETH-29MAR24,2293.97,0.0,0.0056,15439.0,0.006,0.0055,ETH-29MAR24-1200-P,0.0055,0.0055,0.0055,ETH,29MAR24,1200,P
426,,2222.19,0.0,ETH,1704712781424,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.108039,0.0,,,ETH-11JAN24-2000-C,,,,ETH,11JAN24,2000,C
427,0.00105,2222.19,2931.78,ETH,1704712781424,ETH,0.0,1225.0,SYN.ETH-9JAN24,2223.1257250511408,-74.0741,0.001041,1349.0,0.0012,0.0009,ETH-9JAN24-2375-C,0.0007,0.0007,0.004,ETH,9JAN24,2375,C
428,0.0031,2222.19,266.01,ETH,1704712781424,ETH,0.0,37.0,ETH-29MAR24,2293.97,6.4516,0.003117,2563.0,0.0033,0.0029,ETH-29MAR24-6000-C,0.0033,0.0031,0.0033,ETH,29MAR24,6000,C
429,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.114419,0.0,,,ETH-26JAN24-2050-C,,,,ETH,26JAN24,2050,C
430,0.05875,2222.19,2855.71,ETH,1704712781425,ETH,0.0,21.0,ETH-28JUN24,2359.87,-6.9767,0.058822,2045.0,0.0595,0.058,ETH-28JUN24-1700-P,0.06,0.059,0.0645,ETH,28JUN24,1700,P
431,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.216039,10.0,,,ETH-26JAN24-2700-P,0.2115,,,ETH,26JAN24,2700,P
432,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.100598,0.0,,,ETH-9JAN24-2000-C,,,,ETH,9JAN24,2000,C
433,0.0205,2222.19,198.08,ETH,1704712781425,ETH,0.0,4.0,ETH-28JUN24,2359.87,0.0,0.020498,1461.0,0.021,0.02,ETH-28JUN24-5500-C,0.0225,0.0225,0.0225,ETH,28JUN24,5500,C
434,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.134383,343.0,,,ETH-23FEB24-2100-C,0.1145,,,ETH,23FEB24,2100,C
435,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.146434,0.0,,,ETH-10JAN24-1900-C,,,,ETH,10JAN24,1900,C
436,0.0006,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.000583,1393.0,0.0008,0.0004,ETH-29MAR24-600-P,0.0005,,,ETH,29MAR24,600,P
437,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-29MAR24,2293.96,,1.185097,0.0,,,ETH-29MAR24-5000-P,,,,ETH,29MAR24,5000,P
438,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,1.73141,0.0,,,ETH-27SEP24-6500-P,,,,ETH,27SEP24,6500,P
439,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.140043,1056.0,,,ETH-26JAN24-2500-P,0.0845,,,ETH,26JAN24,2500,P
440,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.122973,0.0,,,ETH-9JAN24-1950-C,,,,ETH,9JAN24,1950,C
441,0.48275,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.482492,159.0,0.489,0.4765,ETH-29MAR24-1200-C,0.485,,,ETH,29MAR24,1200,C
442,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27DEC24,2458.12,,0.587261,90.0,,,ETH-27DEC24-3500-P,0.508,,,ETH,27DEC24,3500,P
443,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.51851,10.0,,,ETH-26JAN24-3400-P,0.5015,,,ETH,26JAN24,3400,P
444,0.09,2222.19,19247.92,ETH,1704712781425,ETH,0.0,92.0,ETH-23FEB24,2269.04,-4.1885,0.089858,10108.0,0.0905,0.0895,ETH-23FEB24-2300-C,0.0915,0.088,0.1,ETH,23FEB24,2300,C
445,0.017,2222.19,6006.45,ETH,1704712781425,ETH,0.0,149.0,ETH-26JAN24,2241.65,-20.4545,0.016864,47240.0,0.0175,0.0165,ETH-26JAN24-2600-C,0.0175,0.015,0.022,ETH,26JAN24,2600,C
446,0.03,2222.19,4283.78,ETH,1704712781425,ETH,0.0,54.0,ETH-26JAN24,2241.64,-20.0,0.029743,4791.0,0.0305,0.0295,ETH-26JAN24-2450-C,0.03,0.03,0.0385,ETH,26JAN24,2450,C
447,0.025,2222.19,9139.38,ETH,1704712781425,ETH,0.0,168.0,ETH-19JAN24,2233.51,-12.7273,0.025083,4346.0,0.0255,0.0245,ETH-19JAN24-2400-C,0.024,0.0235,0.0315,ETH,19JAN24,2400,C
448,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.070409,0.0,,0.0355,ETH-11JAN24-2100-C,,,,ETH,11JAN24,2100,C
449,0.07,2222.19,23641.75,ETH,1704712781425,ETH,0.0,137.0,ETH-19JAN24,2233.51,24.6154,0.069486,988.0,0.071,0.069,ETH-19JAN24-2300-P,0.081,0.0645,0.081,ETH,19JAN24,2300,P
450,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-29MAR24,2293.96,,0.213642,1711.0,,,ETH-29MAR24-2600-P,0.22,,,ETH,29MAR24,2600,P
451,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,0.080321,0.0,,,ETH-9JAN24-2400-P,,,,ETH,9JAN24,2400,P
452,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.34591,250.0,,,ETH-23FEB24-1500-C,0.3502,,,ETH,23FEB24,1500,C
453,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.550463,0.0,,,ETH-23FEB24-3500-P,,,,ETH,23FEB24,3500,P
454,0.02,2222.19,1418.31,ETH,1704712781425,ETH,0.0,34.0,SYN.ETH-11JAN24,2225.2752416837134,34.375,0.020384,34.0,0.0205,0.0195,ETH-11JAN24-2300-C,0.0215,0.016,0.0225,ETH,11JAN24,2300,C
455,0.0007,2222.19,343.24,ETH,1704712781425,ETH,0.0,191.0,ETH-12JAN24,2226.35,14.2857,0.000638,890.0,0.0008,0.0006,ETH-12JAN24-1600-P,0.0008,0.0007,0.0009,ETH,12JAN24,1600,P
456,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.23694,0.0,,,ETH-11JAN24-2750-P,,,,ETH,11JAN24,2750,P
457,0.11075,2222.19,159101.37,ETH,1704712781425,ETH,0.0,667.0,ETH-23FEB24,2269.04,-13.3333,0.110331,2505.0,0.112,0.1095,ETH-23FEB24-2200-C,0.104,0.104,0.121,ETH,23FEB24,2200,C
458,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.607262,10.0,,,ETH-26JAN24-3600-P,0.589,,,ETH,26JAN24,3600,P
459,0.00135,2222.19,31.22,ETH,1704712781425,ETH,0.0,8.0,ETH-26JAN24,2241.65,5.8824,0.001252,11856.0,0.0015,0.0012,ETH-26JAN24-3600-C,0.0018,0.0017,0.0018,ETH,26JAN24,3600,C
460,0.0285,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.028663,600.0,0.03,0.027,ETH-27SEP24-7000-C,0.033,,,ETH,27SEP24,7000,C
461,0.2305,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.231092,1621.0,0.234,0.227,ETH-27SEP24-2400-P,0.2255,,,ETH,27SEP24,2400,P
462,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.162185,512.0,,,ETH-23FEB24-2000-C,0.1705,,,ETH,23FEB24,2000,C
463,0.0023,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.002205,100.0,0.0032,0.0014,ETH-27SEP24-500-P,0.0014,,,ETH,27SEP24,500,P
464,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.83115,0.0,,0.0001,ETH-28JUN24-400-C,,,,ETH,28JUN24,400,C
465,0.0485,2222.19,437.85,ETH,1704712781425,ETH,0.0,4.0,ETH-27SEP24,2409.51,0.0,0.048495,1453.0,0.0505,0.0465,ETH-27SEP24-5500-C,0.0495,0.0495,0.0495,ETH,27SEP24,5500,C
466,0.05675,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.056764,785.0,0.059,0.0545,ETH-27SEP24-1500-P,0.056,,,ETH,27SEP24,1500,P
467,0.07275,2222.19,13250.34,ETH,1704712781425,ETH,0.0,75.0,ETH-23FEB24,2269.04,-11.1801,0.072708,6993.0,0.0735,0.072,ETH-23FEB24-2400-C,0.0715,0.0715,0.083,ETH,23FEB24,2400,C
468,0.00095,2222.19,71.28,ETH,1704712781425,ETH,0.0,44.0,SYN.ETH-10JAN24,2224.200483367427,-45.4545,0.000913,43.0,0.0011,0.0008,ETH-10JAN24-2550-C,0.0006,0.0006,0.0017,ETH,10JAN24,2550,C
469,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-19JAN24,2233.51,,0.122252,250.0,,,ETH-19JAN24-2000-C,0.1255,,,ETH,19JAN24,2000,C
470,0.0015,2222.19,2.23,ETH,1704712781425,ETH,0.0,1.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.001475,1.0,0.0017,0.0013,ETH-11JAN24-2700-C,0.001,0.001,0.001,ETH,11JAN24,2700,C
471,0.01775,2222.19,68250.16,ETH,1704712781425,ETH,0.0,1655.0,ETH-19JAN24,2233.51,6.0606,0.017732,9291.0,0.018,0.0175,ETH-19JAN24-2000-P,0.0175,0.0165,0.0205,ETH,19JAN24,2000,P
472,0.0125,2222.19,3561.48,ETH,1704712781425,ETH,0.0,114.0,ETH-28JUN24,2359.87,-10.3448,0.012672,2095.0,0.013,0.012,ETH-28JUN24-6500-C,0.013,0.0125,0.0145,ETH,28JUN24,6500,C
473,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-10JAN24,2224.200483367427,,0.114342,0.0,,,ETH-10JAN24-2475-P,,,,ETH,10JAN24,2475,P
474,0.07375,2222.19,26289.85,ETH,1704712781425,ETH,0.0,157.0,ETH-28JUN24,2359.87,-1.2987,0.073542,10222.0,0.0745,0.073,ETH-28JUN24-3500-C,0.076,0.073,0.077,ETH,28JUN24,3500,C
475,0.03775,2222.19,85.68,ETH,1704712781425,ETH,0.0,1.0,ETH-27DEC24,2458.12,0.0,0.038024,206.0,0.04,0.0355,ETH-27DEC24-1200-P,0.0385,0.0385,0.0385,ETH,27DEC24,1200,P
476,0.02825,2222.19,274.19,ETH,1704712781425,ETH,0.0,4.0,ETH-29MAR24,2293.97,13.7931,0.028405,10295.0,0.029,0.0275,ETH-29MAR24-1700-P,0.033,0.029,0.033,ETH,29MAR24,1700,P
477,0.00925,2222.19,4747.81,ETH,1704712781425,ETH,0.0,232.0,ETH-26JAN24,2241.65,0.0,0.009347,11384.0,0.0095,0.009,ETH-26JAN24-1800-P,0.009,0.009,0.011,ETH,26JAN24,1800,P
478,0.0021,2222.19,20.2,ETH,1704712781425,ETH,0.0,3.0,ETH-26JAN24,2241.65,0.0,0.002075,7963.0,0.0022,0.002,ETH-26JAN24-3300-C,0.003,0.003,0.003,ETH,26JAN24,3300,C
479,0.00425,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.004312,1838.0,0.0046,0.0039,ETH-28JUN24-800-P,0.0045,,,ETH,28JUN24,800,P
480,0.0215,2222.19,48.83,ETH,1704712781425,ETH,0.0,1.0,ETH-28JUN24,2359.87,0.0,0.0217,3532.0,0.022,0.021,ETH-28JUN24-1300-P,0.022,0.022,0.022,ETH,28JUN24,1300,P
481,0.00975,2222.19,75.81,ETH,1704712781425,ETH,0.0,5.0,SYN.ETH-11JAN24,2225.2752416837134,63.6364,0.009784,5.0,0.01,0.0095,ETH-11JAN24-2050-P,0.009,0.0055,0.009,ETH,11JAN24,2050,P
482,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-11JAN24,2225.2752416837134,,0.149239,0.0,,,ETH-11JAN24-2550-P,,,,ETH,11JAN24,2550,P
483,0.0006,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.000757,68.0,0.0009,0.0003,ETH-23FEB24-900-P,0.0007,,,ETH,23FEB24,900,P
484,0.128,2222.19,1818.8,ETH,1704712781425,ETH,0.0,6.0,ETH-29MAR24,2293.97,0.0,0.12766,1328.0,0.1285,0.1275,ETH-29MAR24-2300-P,0.1385,0.1385,0.1385,ETH,29MAR24,2300,P
485,0.58525,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-28JUN24,2359.87,,0.585305,105.0,0.594,0.5765,ETH-28JUN24-1000-C,0.5435,,,ETH,28JUN24,1000,C
486,0.01225,2222.19,21781.95,ETH,1704712781425,ETH,0.0,813.0,ETH-12JAN24,2226.35,-13.3333,0.012063,20396.0,0.0125,0.012,ETH-12JAN24-2400-C,0.013,0.0095,0.0167,ETH,12JAN24,2400,C
487,0.01,2222.19,13965.46,ETH,1704712781425,ETH,0.0,486.0,SYN.ETH-9JAN24,2223.1257250511408,-10.5263,0.009632,424.0,0.0105,0.0095,ETH-9JAN24-2200-P,0.0085,0.0085,0.023,ETH,9JAN24,2200,P
488,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,SYN.ETH-9JAN24,2223.1257250511408,,4e-06,0.0,0.0002,,ETH-9JAN24-2800-C,,,,ETH,9JAN24,2800,C
489,0.029,2222.19,56244.05,ETH,1704712781425,ETH,0.0,888.0,ETH-19JAN24,2233.51,12.0,0.029037,3384.0,0.0295,0.0285,ETH-19JAN24-2100-P,0.028,0.025,0.034,ETH,19JAN24,2100,P
490,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.333608,15.0,,,ETH-26JAN24-1500-C,0.342,,,ETH,26JAN24,1500,C
491,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-23FEB24,2269.04,,0.227815,450.0,,,ETH-23FEB24-2700-P,0.154,,,ETH,23FEB24,2700,P
492,0.1915,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.64,,0.15797,43.0,0.3,0.083,ETH-26JAN24-2550-P,0.167,,,ETH,26JAN24,2550,P
493,0.015,2222.19,15171.99,ETH,1704712781425,ETH,0.0,441.0,ETH-23FEB24,2269.04,0.0,0.014938,3655.0,0.0155,0.0145,ETH-23FEB24-1700-P,0.0155,0.0151,0.018,ETH,23FEB24,1700,P
494,0.06125,2222.19,8723.72,ETH,1704712781425,ETH,0.0,69.0,ETH-19JAN24,2233.51,-6.25,0.060868,973.0,0.062,0.0605,ETH-19JAN24-2200-C,0.06,0.05,0.064,ETH,19JAN24,2200,C
495,0.00035,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.000149,17038.0,0.0006,0.0001,ETH-26JAN24-6000-C,0.0003,,,ETH,26JAN24,6000,C
496,,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.106436,10123.0,,0.0455,ETH-26JAN24-2400-P,0.091,,,ETH,26JAN24,2400,P
497,0.2885,2222.19,0.0,ETH,1704712781425,ETH,0.0,0.0,ETH-27SEP24,2409.51,,0.287021,107.0,0.302,0.275,ETH-27SEP24-2100-C,0.29,,,ETH,27SEP24,2100,C
498,0.02425,2222.19,99.74,ETH,1704712781426,ETH,0.0,2.0,SYN.ETH-11JAN24,2225.2752416837134,0.0,0.02435,2.0,0.0245,0.024,ETH-11JAN24-2275-C,0.0225,0.0225,0.0225,ETH,11JAN24,2275,C
499,0.015,2222.19,312.61,ETH,1704712781426,ETH,0.0,9.0,ETH-29MAR24,2293.97,-6.25,0.015199,16030.0,0.0155,0.0145,ETH-29MAR24-1500-P,0.015,0.015,0.016,ETH,29MAR24,1500,P
500,0.0006,2222.19,426.81,ETH,1704712781426,ETH,0.0,350.0,SYN.ETH-9JAN24,2223.1257250511408,-64.2857,0.000487,372.0,0.0007,0.0005,ETH-9JAN24-2425-C,0.0005,0.0003,0.0019,ETH,9JAN24,2425,C
501,0.05675,2222.19,23743.09,ETH,1704712781426,ETH,0.0,208.0,ETH-12JAN24,2226.35,9.0,0.056917,5419.0,0.058,0.0555,ETH-12JAN24-2300-P,0.0545,0.05,0.065,ETH,12JAN24,2300,P
502,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-26JAN24,2241.65,,0.430123,10.0,,,ETH-26JAN24-3200-P,0.4175,,,ETH,26JAN24,3200,P
503,0.0095,2222.19,53.98,ETH,1704712781426,ETH,0.0,2.0,ETH-23FEB24,2269.04,0.0,0.009362,657.0,0.01,0.009,ETH-23FEB24-3400-C,0.012,0.012,0.012,ETH,23FEB24,3400,C
504,0.00355,2222.19,7.79,ETH,1704712781426,ETH,0.0,1.0,ETH-23FEB24,2269.04,0.0,0.003535,681.0,0.0036,0.0035,ETH-23FEB24-1300-P,0.0035,0.0035,0.0035,ETH,23FEB24,1300,P
505,,2222.19,0.0,ETH,1704712781426,ETH,0.0,0.0,ETH-29MAR24,2293.97,,0.361313,2107.0,,,ETH-29MAR24-1500-C,0.366,,,ETH,29MAR24,1500,C
