,periodStartUnix,liquidity,high,low,close,feeGrowthGlobal0X128,feeGrowthGlobal1X128,pool.totalValueLockedUSD,pool.totalValueLockedToken1,pool.totalValueLockedToken0,pool.token0.decimals,pool.token1.decimals
24,1704625200.0,1.1649923175573406e+19,2243.1113615034947,2236.9208536295832,2238.9129722877483,2.5542601683758814e+33,1.2369322764579069e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
25,1704621600.0,3.0704552949484425e+19,2240.013167285258,2235.4549515180615,2238.768923733116,2.5542476787671918e+33,1.2369273355080161e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
26,1704618000.0,1.1638303947539816e+19,2241.846548764906,2223.7070996019957,2235.3047405964016,2.5542353080087135e+33,1.2369247146917098e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
27,1704614400.0,1.163772215356939e+19,2253.8598469927233,2241.346076431844,2241.403961602955,2.5542065813298842e+33,1.23690418714237e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
28,1704610800.0,1.1676753594433569e+19,2251.3017767368374,2248.1782796010807,2249.3778483897995,2.554175293658632e+33,1.2368839017269237e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
29,1704607200.0,1.1675350682501947e+19,2251.022840940169,2244.13106357564,2250.0428341151837,2.554158926512084e+33,1.236876081843337e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
30,1704603600.0,1.1655693213344549e+19,2250.5591429999918,2231.320079960141,2244.1709416980834,2.5541410616779956e+33,1.2368727761455943e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
31,1704600000.0,1.1655645840063394e+19,2248.6014053244476,2242.938522015645,2248.295168519489,2.554082814249769e+33,1.2368435331865848e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
32,1704596400.0,1.1649235850860591e+19,2246.3386625053454,2239.709080249304,2242.9130541108293,2.5540644158334326e+33,1.2368392439948568e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
33,1704592800.0,1.1727593480201165e+19,2249.3751252075785,2238.350771,2240.074199994244,2.554046648803332e+33,1.2368340087031983e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
34,1704589200.0,1.1716287498471264e+19,2253.703615599676,2243.882141924618,2243.882141924618,2.5540220792748404e+33,1.2368199877011112e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
35,1704585600.0,1.2236770625462266e+19,2253.9029796907967,2240.159832802736,2251.8660864370445,2.5540043929758216e+33,1.2368057555513452e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
36,1704582000.0,1.1712655150393514e+19,2240.7650074376916,2233.4019437993875,2240.7057767401293,2.5539702937307153e+33,1.2367995129428406e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
37,1704578400.0,1.1717454238849894e+19,2242.229086936507,2234.7863631599453,2238.1633974791525,2.5539527503199666e+33,1.2367937011258372e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
38,1704574800.0,1.1717454238849894e+19,2243.511282624025,2238.0282950621713,2240.682107875813,2.5539299794069482e+33,1.2367815134132396e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
39,1704571200.0,1.171446726556481e+19,2248.2005761475675,2238.4852695535374,2243.5092377111837,2.55390867097953e+33,1.2367697334807403e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
40,1704567600.0,1.1721159686974132e+19,2260.9668102789133,2240.8420380683306,2246.5502105590226,2.5538795102470778e+33,1.2367543077029783e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
41,1704564000.0,1.1718075468496562e+19,2254.713034280388,2247.8617508039433,2249.3719759640094,2.5538303909631216e+33,1.2367302459879597e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
42,1704560400.0,1.2194478240763957e+19,2251.817886140714,2245.3710208932384,2251.23307237798,2.553806536714536e+33,1.2367181405920516e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
43,1704556800.0,1.1673209602737502e+19,2249.583645858494,2245.433383938252,2246.766660165061,2.55378718064567e+33,1.2367130908097639e+42,382322523.4024728,74638.97143752988,216383246.500141,6.0,18.0
