,mini,maxi,price,feeusd
0,2002.5289060962723,2075.0752143826307,2014.4908453871908,0.21967974350978736
1,2010.4305451281343,2067.3336541705885,2021.1555336804936,0.3467812125839384
2,2021.3362231775486,2028.233142013144,2027.4941681763328,1.2069856595946544
3,1963.748791441677,2049.5385295118326,2033.9646240668296,0.14228302811720264
4,1910.7186529586374,2059.0542910169,2027.7576451725115,0.12044762723765874
5,1882.0847339012475,2072.4055816373643,2027.046065345868,0.08967749742512801
6,1865.5551974874968,2085.080958368199,2026.411557163137,0.07528200365894709
7,1849.4967968324338,2091.802051662407,2019.332145797278,0.15475144879028352
8,1823.8727287885297,2087.840364340255,1998.6379830182225,0.13985570726509428
9,1836.8819785488063,2111.6207728495374,2013.034234664577,0.11668902394778548
10,1837.8788335507038,2124.0101497645583,2014.9912874249508,0.06767810910811024
11,1829.4083976359377,2126.977941256945,2007.0927809375585,0.049100848673895504
12,1840.936134727068,2145.276761938506,2018.8261237102872,0.05797268587036132
13,1841.5435522170594,2153.3085977231403,2019.579537485528,0.056949358191205016
14,1849.7549866105028,2166.559192950008,2027.856391385763,0.048315730231920644
15,1844.5590269385261,2166.842273642997,2022.7082084537683,0.13333105465838466
16,1857.666479486683,2183.5791651636623,2035.8336861526031,0.07749428178679602
17,1853.8990062196344,2184.1244508416694,2032.0823261168912,0.11043193479607397
18,1859.1143733195595,2192.536536458317,2037.3054152466,0.1734879928554771
19,1879.3376935472875,2214.864709932327,2057.532166307368,0.267021163465597
20,1894.056706907448,2231.7225024853024,2072.2540475465403,0.12214983562090294
21,1879.2703307258669,2220.058800433069,2057.470900384291,0.12808633340401646
22,1882.5678558450163,2225.3114224052133,2060.769647007464,0.1790963122049887
23,1886.97405392047,2231.3883405752063,2065.1765886071057,0.05248763768096298
24,1877.594457936146,2223.837474197198,2055.7975661985843,0.06877424426372282
25,1871.3582604740618,2219.0691103222284,2049.5616661461754,0.06766543819190433
26,1870.6201047946856,2219.4713083121405,2048.8236697934108,0.0505788720449949
27,1873.453703707081,2223.230116859068,2051.6573536799992,0.06735793431668605
28,1874.6770267412103,2225.2831916437326,2052.880729822999,0.03103197969327242
29,1873.3726444227066,2224.7314151303467,2051.576389991592,0.036591777322128684
30,1874.732093081083,2226.711791460102,2052.9358598935164,0.017627472340557827
31,1876.3897549022695,2228.9071062435837,2054.593532336477,0.030624106754213266
32,1875.1539787038184,2228.1639148198465,2053.3577667598,0.09616390514550249
33,1884.9758136533276,2238.3351955160574,2063.1796017093093,0.03638047890009343
34,1880.5282830071526,2234.2884775162183,2058.7320710631343,0.04990108921398129
35,1893.1746099295428,2247.1886117311537,2071.3784086072988,0.07776605962877073
36,1887.9831554095508,2242.3106057653786,2066.1869540873067,0.08334325712130962
37,1870.5707867967049,2225.2221800195775,2048.7745854744608,0.04655297141144732
38,1876.67674325084,2231.513528919165,2054.880541928596,0.046754468136196714
39,1877.4410567875002,2232.458784377922,2055.644855465256,0.052797404007600746
40,1877.7622701105402,2232.9399085103055,2055.966068788296,0.11294784991285231
41,1860.1297312745953,2215.4923691141707,2038.3335299523512,0.10874134312277217
42,1855.0047287927368,2210.496091912846,2033.2085274704928,0.09115783880501077
43,1849.1926672380625,2204.796982304141,2027.3964659158185,0.057332313319235655
44,1856.411576412771,2212.094163332323,2034.6153750905269,0.05940655086721386
45,1859.1430619921684,2214.901711436178,2037.3468606699244,0.09742792467013156
46,1860.690292043012,2216.5178555574985,2038.894090720768,0.05851410716326689
47,1847.0447840426873,2202.949992725975,2025.2485827204432,0.04290923433292658
48,1850.2751218732426,2206.2310389061686,2028.4789205509985,0.01782826884223243
49,1851.922591251921,2207.9249679248383,2030.1263899296769,0.03782272773364672
50,1850.248496352676,2206.2945603825397,2028.452295030432,0.0414033605088679
51,1849.716058230128,2205.799999506496,2027.919856907884,0.03608187604600718
52,1848.3910087365073,2204.5089821771485,2026.5948074142632,0.03171207024842412
53,1858.006154537062,2214.1490147944614,2036.209953214818,0.028281466473919034
54,1861.5186022477442,2217.686678596899,2039.7224009255,0.044091589131065326
55,1858.4034190929692,2214.5967540209763,2036.6072177707251,0.034856938181897786
56,1855.6029670947105,2211.8185440177203,2033.8067657724664,0.023374919862883484
57,1856.2680145922884,2212.502243350649,2034.4718132700443,0.021013805820653212
58,1856.661564805136,2212.9125547230547,2034.865363482892,0.05233570279804286
59,1847.3556954051844,2203.624147519753,2025.5594940829403,0.038541531552852636
60,1850.6392706853312,2206.920277736907,2028.8430693630871,0.020560223348858844
61,1853.294537631116,2209.5869843334167,2031.498336308872,0.03372017638418391
62,1867.173476310653,2223.4743779451514,2045.377274988409,0.03313264563899439
63,1867.5371520988513,2223.847910739731,2045.7409507766072,0.06501803889464758
64,1857.632274599264,2213.953421335231,2035.83607327702,0.05415945995441406
65,1853.0492116776425,2209.378813345807,2031.2530103553984,0.06121515321898952
66,1853.7314268240784,2210.067975132516,2031.9352255018343,0.0342426379084728
67,1857.684380608489,2214.0268771104325,2035.8881792862448,0.026087061095656436
68,1860.7513962926546,2217.099373630043,2038.9551949704105,0.01728784947700171
69,1860.6193783621313,2216.97259223416,2038.8231770398872,0.015969702441366394
70,1863.7176750834985,2220.075381965979,2041.9214737612544,0.01209111605999622
71,1866.136442130256,2222.498280882868,2044.340240808012,0.019042049228166685
72,1868.8469783186401,2225.212555935742,2047.050776996396,0.03171124669239991
73,1866.9372129442518,2223.30644445165,2045.1410116220077,0.04039058247407739
74,1874.0732441601713,2230.445343546581,2052.277042837927,0.028208627683996224
75,1871.0878281683686,2227.4630078692726,2049.2916268461245,0.11980023915555389
76,1911.1413360908923,2267.5177904046905,2089.345134768648,0.05061683244736373
77,1908.560752753056,2264.939862510384,2086.764551430812,0.041915563172614495
78,1913.3676488487395,2269.748904204439,2091.5714475264954,0.04815064697613053
79,1916.7974274994945,2273.1807009922763,2095.0012261772504,0.031151687663079294
80,1913.7915386739146,2270.1768409255533,2091.9953373516705,0.027865538173779344
81,1914.7081337724057,2271.095167373225,2092.9119324501617,0.06235241213318443
82,1916.0938842592614,2272.4825005044245,2094.2976829370173,0.02654343694332496
83,1917.0755628501784,2273.4656236566216,2095.2793615279343,0.07923665300026073
84,1926.6012297022944,2282.9924589038906,2104.8050283800503,0.03994780854632485
85,1913.4987501691353,2269.891477040882,2091.702548846891,0.031016696943265434
86,1916.2986222432232,2272.692421914156,2094.502420920979,0.038186453405285224
87,1909.378009167439,2265.7729347464283,2087.581807845195,0.03045900399779861
88,1902.6874751350642,2259.083431026143,2080.89127381282,0.04540657122024925
89,1900.2268383524643,2256.623675850795,2078.43063703022,0.041528562439935364
90,1902.4474245845681,2258.845005607087,2080.651223262324,0.09599270165943183
91,1928.7864568306745,2285.184526454803,2106.9902555084304,0.043346007239599124
92,1915.8127177164529,2272.2115945954138,2094.016516394209,0.03454534129140524
93,1914.2267891669544,2270.6262927305884,2092.4305878447103,0.028349878603501185
94,1912.0431280698654,2268.4432052093016,2090.2469267476213,0.017854970350219976
95,1912.9857330539462,2269.3863200385404,2091.189531731702,0.016108266608563283
96,1913.243245738874,2269.6443107033033,2091.44704441663,0.015366364765447728
97,1907.0130745284978,2263.4146174727625,2085.2168732062537,0.004894459410916546
98,1908.826791066428,2265.228727016335,2087.030589744184,0.014377054877296333
99,1914.4059365445146,2270.8082230129676,2092.6097352222705,0.015621674101695905
100,1916.994332533864,2273.3969588990885,2095.19813121162,0.01444183776789874
101,1913.7868642393669,2270.1898305013633,2091.990662917123,0.0053601840531638375
102,1915.6925894376227,2272.0958424875203,2093.8963881153786,0.009269695194766812
103,1916.7155510848588,2273.1190803008835,2094.9193497626147,0.006448150900148643
104,1917.8492982613352,2274.2530823999386,2096.053096939091,0.016369689418422085
105,1924.6180691999166,2281.0220657740024,2102.8218678776725,0.0176005767414546
106,1919.6836731505023,2276.087914025393,2097.887471828258,0.012299353698866793
107,1923.3456255750943,2279.750057641919,2101.5494242528503,0.009035309490075171
108,1925.7507601481684,2282.1553834069273,2103.9545588259243,0.012338162167415855
109,1924.803257519437,2281.208061348356,2103.007056197193,0.006668410100773317
110,1922.6299483964526,2279.0349221737574,2100.8337470742085,0.010303656319795856
111,1927.171031407047,2283.5761538891893,2105.374830084803,0.010480868452200915
112,1927.715993866298,2284.121254431504,2105.919792544054,0.021682427761312427
113,1922.8356210968109,2279.2410303668544,2101.039419774567,0.0316452265035577
114,1927.187259681949,2283.5927857915076,2105.391058359705,0.008888504093769583
115,1921.3553520566265,2277.761005627475,2099.5591507343825,0.010824427187877468
116,1927.7544906426929,2284.1602398095083,2105.958289320449,0.1098049349834972
117,1970.4238368714732,2326.829649768933,2148.627635549229,0.31258667644452237
118,1980.5940249747782,2336.999933468205,2158.797823652534,0.04307055141913701
119,1979.0218917269026,2335.4278958162968,2157.2256904046585,0.04404638054955172
120,1992.0723546227573,2348.4784330645703,2170.276153300513,0.04080120603621787
121,1979.4676452859599,2335.87381932374,2157.671443963716,0.015497540215375662
122,1987.079460768619,2343.4856985370434,2165.283259446375,0.025397026274907898
123,1988.6800807027134,2345.086392823557,2166.8838793804694,0.017615232999707967
124,1992.1200547823282,2348.5264306338163,2170.323853460084,0.029727616046477775
125,1987.148561892468,2343.555012096375,2165.352360570224,0.017309607146372044
126,1983.208213169014,2339.6147164817917,2161.41201184677,0.028269202088773888
127,1979.6751114686203,2336.081678512043,2157.8789101463763,0.008427468002810065
128,1983.0849307716248,2339.4915509239177,2161.2887294493808,0.009149234933508912
129,1979.5450012450242,2335.9516638844134,2157.74879992278,0.011775641348300206
130,1987.247171002235,2343.653876128721,2165.450969679991,0.012876982382798219
131,1984.2276144801458,2340.634372715502,2162.4314131579017,0.01270728797208121
132,1988.8129113758669,2345.2197014765457,2167.016710053623,0.013458529055204942
133,1989.53267061426,2345.939503202035,2167.736469292016,0.00933915123670253
134,1981.8044876244444,2338.211362699316,2160.0082863022003,0.011109847412043797
135,1975.4438209915002,2331.850727931694,2153.647619669256,0.03241927308601741
136,1985.6519109264268,2342.058849731943,2163.8557096041827,0.030283493509976087
137,1976.0387324628082,2332.445703133647,2154.242531140564,0.020337114722273356
138,1983.6475445225733,2340.0545470587344,2161.851343200329,0.023388472206686637
139,1983.4361922870203,2339.84321606673,2161.639990964776,0.012082620970237785
140,1976.4892576341445,2332.8963132791764,2154.6930563119004,0.009588013672554721
141,1984.5993770185692,2341.006453907149,2162.803175696325,0.012019035454594002
142,1989.0150587982116,2345.42215693034,2167.2188574759675,0.014345978445486978
143,1990.3826486575572,2346.7897680332335,2168.586447335313,0.024355733924936993
144,2004.7383786853784,2361.145519304603,2182.9421773631343,0.13644267697751347
145,2029.3278183022253,2385.734969543224,2207.531616979981,0.05747687441034583
146,2015.5154467288398,2371.922619213387,2193.7192454065957,0.041126509102692374
147,2033.2450508810193,2389.6522446091144,2211.4488495587752,0.08813903304833601
148,2037.2055345004742,2393.6127388503437,2215.40933317823,0.03807162578187917
149,2034.9279192933127,2391.33514488673,2213.1317179710686,0.06950452320931
150,2034.3954818013108,2390.8027180165027,2212.5992804790667,0.06863373936830584
151,2045.612534634818,2402.019792093558,2223.816333312574,0.12446483161164597
152,2068.482667504367,2424.889935584881,2246.686466182123,0.1527253747481135
153,2069.946114350979,2426.353393053267,2248.1499130287348,0.05480475289579998
154,2068.842663951913,2425.2499532759753,2247.046462629669,0.06416811174989522
155,2077.45559736613,2433.862897311966,2255.659396043886,0.10932120243775446
156,2069.7101601712143,2426.117470738825,2247.91395884897,0.11482457148555894
157,2086.4799055073368,2442.8872266967214,2264.6837041850927,0.20293420608290397
158,2059.5839867285436,2415.9913291614766,2237.7877854062995,0.11973856999142664
159,2076.6834660035915,2433.0908084365246,2254.8872646813475,0.0679699853766113
160,2061.6139492279035,2418.0213022826106,2239.8177479056594,0.0800754547210312
161,2047.8653055616564,2404.2726692381375,2226.0691042394124,0.10727375450053711
162,2033.3060098473916,2389.713384145647,2211.5098085251475,0.06698697611009659
163,2046.3398741102078,2402.7472590302373,2224.5436727879637,0.02779447206623472
164,2039.975465055286,2396.3828605970893,2218.179263733042,0.017887421810959966
165,2045.297004859981,2401.7044004017844,2223.500803537737,0.046469496072532764
166,2055.46907370282,2411.876479866398,2233.672872380576,0.015338928097012077
167,2051.6054165683204,2408.0128333536722,2229.8092152460763,0.015031854765571864
168,2055.521913941761,2411.9293307271128,2233.725712619517,0.09387186274076466
169,2048.9190445968884,2405.3264720040142,2227.1228432746443,0.024505508404843092
170,2064.401809293573,2420.809236700699,2242.605607971329,0.04395318627630608
171,2073.7526539714113,2430.160092000311,2251.956452649167,0.03739077733378035
172,2062.894544619378,2419.3019826482778,2241.098343297134,0.02642383087594481
173,2049.821107109541,2406.2285557602154,2228.024905787297,0.013617590782218596
174,2051.86019023277,2408.2676388834443,2230.063988910526,0.016302940028070992
175,2049.150933217825,2405.558392490273,2227.3547318955807,0.013509866117665293
176,2057.0357883303564,2413.4432476028046,2235.2395870081123,0.013778483665590476
177,2052.3719944199406,2408.779464314163,2230.5757930976965,0.05420653227808662
178,2022.3666830393695,2378.7741529335917,2200.5704817171254,0.04270504865291438
179,2023.3020182337527,2379.709488127975,2201.5058169115086,0.012695463226080556
180,2029.7897844825688,2386.1972649985655,2207.9935831603248,0.01746312339264339
181,2021.2158044301468,2377.6232849461435,2199.4196031079027,0.0306026556049147
182,2026.9179494549653,2383.325429970962,2205.121748132721,0.01871631994849747
183,2033.691417339991,2390.0989084777616,2211.895216017747,0.026072720164185242
184,2022.8955355071203,2379.303026644891,2201.099334184876,0.028795347882976337
185,2037.636105787928,2394.0435969256987,2215.839904465684,0.03994432893786068
186,2051.326957587317,2407.7344593468615,2229.530756265073,0.050790350297262365
187,2056.474547999759,2412.8820497593038,2234.678346677515,0.17211688044371898
188,2114.45059728469,2470.8580990442347,2292.654395962446,0.10981967069146782
189,2103.120398011428,2459.5278997709725,2281.3241966891837,0.06150655466243221
190,2092.6551527674906,2449.062665148809,2270.8589514452465,0.045218891794242565
191,2086.643785485768,2443.0512978670868,2264.847584163524,0.04033051831376359
192,2096.561477788083,2452.968990169402,2274.7652764658387,0.08382570833132162
193,2103.5505488365256,2459.9580612178443,2281.7543475142816,0.04172322528840387
194,2114.2299406464267,2470.6374636495198,2292.4337393241826,0.05160244574569129
195,2131.2518618991962,2487.6593849022893,2309.455660576952,0.04529876582324084
